mag
5.47723
2.58725
2.46648
2.45172
2.44979
2.44953
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
2.44949
