0.149289	0.148997	0.153347	0.153881	0.156485	0.157688	0.166813	0.15904	0.155319	0.153737	0.156628	0.150736	0.162126	0.154761	0.170581	0.160184	0.149657	0.146322	0.158431	0.156469	0.15417	0.154557	0.154937	0.155735	0.157834	0.161765	0.160591	0.156911	0.151822	0.14935	0.147721	0.159188	0.16322	0.157566	0.156438	0.15814	0.148574	0.157762	0.163565	0.161948	0.152132	0.161329	0.156671	0.157641	0.153031	0.159996	0.155182	0.157475	0.148952	0.159999	0.153698	0.158758	0.153895	0.145235	0.163345	0.165585	0.160672	0.160954	0.157519	0.151205	0.158885	0.153632	0.157091	0.166861	

0.160502	0.163842	0.151172	0.152562	0.160091	0.156767	0.15659	0.161912	0.159701	0.15509	0.153361	0.164066	0.171545	0.158075	0.16156	0.158284	0.150613	0.155873	0.160056	0.147981	0.148621	0.144226	0.152491	0.161216	0.158156	0.163918	0.167223	0.149085	0.156092	0.158325	0.160528	0.156935	0.160024	0.156817	0.157399	0.155426	0.155053	0.152382	0.159304	0.159271	0.15606	0.155774	0.154532	0.158434	0.157066	0.151394	0.140544	0.14443	0.163271	0.160722	0.156794	0.161322	0.155921	0.155295	0.157408	0.160602	0.159723	0.150242	0.156291	0.158741	0.158404	0.158127	0.153721	0.165438	

0.157505	0.157037	0.15438	0.164969	0.162563	0.144511	0.154272	0.152068	0.142936	0.163474	0.148132	0.160891	0.152996	0.155513	0.160381	0.151839	0.156005	0.166355	0.155977	0.159472	0.161676	0.149498	0.156496	0.147616	0.152881	0.153588	0.153805	0.162785	0.151431	0.153939	0.158061	0.156419	0.157901	0.157165	0.142625	0.157066	0.158577	0.15196	0.144073	0.157297	0.159619	0.152727	0.149906	0.148847	0.157862	0.151248	0.167337	0.161678	0.152963	0.148763	0.158109	0.154988	0.156126	0.15617	0.152488	0.160521	0.155904	0.157768	0.143441	0.169854	0.150097	0.161345	0.156922	0.153164	

0.154488	0.153802	0.15549	0.14151	0.153233	0.166791	0.154655	0.168789	0.157597	0.159682	0.152002	0.150305	0.170008	0.161185	0.157124	0.152743	0.153045	0.161532	0.154133	0.154215	0.160658	0.162977	0.141731	0.160099	0.157967	0.155433	0.148992	0.169293	0.152652	0.156809	0.154841	0.157805	0.154526	0.167211	0.153762	0.15437	0.165579	0.152032	0.152757	0.160923	0.153807	0.144999	0.14686	0.14977	0.159528	0.156927	0.155414	0.164346	0.150916	0.157663	0.158256	0.159606	0.15539	0.152163	0.155671	0.151946	0.155835	0.158791	0.156542	0.149932	0.160225	0.150277	0.156716	0.163469	

0.166432	0.157258	0.159915	0.154573	0.157731	0.147955	0.152611	0.168664	0.154818	0.165646	0.154586	0.158755	0.159358	0.154423	0.155437	0.160421	0.15403	0.157776	0.149708	0.165691	0.161018	0.157393	0.152997	0.154879	0.160232	0.157393	0.149251	0.163406	0.153621	0.168107	0.161976	0.159214	0.16092	0.160313	0.156739	0.153029	0.167271	0.150463	0.157216	0.160294	0.16557	0.161295	0.151114	0.159422	0.164625	0.160163	0.156956	0.152937	0.151892	0.148336	0.160239	0.154454	0.1565	0.153546	0.161153	0.146123	0.151009	0.152504	0.165214	0.15325	0.16563	0.154163	0.159351	0.149971	

