corr
1.95176
0.448156
0.221334
0.108719
0.0530974
0.0271192
0.0142529
0.00688038
0.00338169
0.00169162
0.000845717
0.00040403
0.000200892
9.97837e-05
4.85073e-05
2.43702e-05
1.20627e-05
6.00504e-06
2.89993e-06
1.37236e-06
6.66778e-07
3.23658e-07
1.6484e-07
8.08317e-08
4.00272e-08
2.0363e-08
1.01518e-08
5.01808e-09
2.40612e-09
1.17036e-09
5.53519e-10
2.08793e-10
-3.08189e-11
-2.87903e-10
-6.91809e-10
-1.51886e-09
-3.10279e-09
-6.30356e-09
-1.29983e-08
-2.60124e-08
-5.39357e-08
-1.11429e-07
-2.21795e-07
-4.23581e-07
-8.44533e-07
-1.72178e-06
-3.33125e-06
-6.73556e-06
-1.35673e-05
-2.78555e-05
-5.67086e-05
-0.000111334
-0.000225098
-0.000453025
-0.000954593
-0.00191766
-0.00379391
-0.00754961
-0.0154605
-0.0312333
-0.063659
-0.130597
-0.269038
-0.523899
2.05163
0.542361
0.271846
0.142314
0.067823
0.0353949
0.0184089
0.0084188
0.00414285
0.00204569
0.000973585
0.000470825
0.000231197
0.000113315
5.6781e-05
2.91185e-05
1.50727e-05
7.27812e-06
3.62623e-06
1.80357e-06
9.24519e-07
4.59204e-07
2.21963e-07
1.08461e-07
5.60487e-08
2.80807e-08
1.49299e-08
7.55886e-09
3.77434e-09
1.83484e-09
8.86957e-10
3.64556e-10
2.46686e-11
-3.03017e-10
-7.83285e-10
-1.708e-09
-3.49129e-09
-7.17828e-09
-1.50624e-08
-3.07873e-08
-6.06551e-08
-1.17758e-07
-2.33725e-07
-4.6689e-07
-9.34059e-07
-1.85025e-06
-3.61872e-06
-7.60337e-06
-1.48784e-05
-2.87438e-05
-5.88669e-05
-0.000119141
-0.000238997
-0.00049405
-0.000976878
-0.00200833
-0.00404346
-0.00831925
-0.0164522
-0.0325732
-0.0645692
-0.131707
-0.249337
-0.52009
1.8165
0.451905
0.219536
0.105828
0.0532088
0.0275533
0.0137154
0.00724139
0.00355965
0.00171695
0.000872167
0.00042826
0.000218539
0.000108399
5.23277e-05
2.51304e-05
1.22611e-05
5.97958e-06
2.93417e-06
1.43404e-06
7.03144e-07
3.37688e-07
1.64569e-07
8.28668e-08
4.29245e-08
2.11602e-08
1.05233e-08
5.37552e-09
2.68795e-09
1.29094e-09
6.03893e-10
2.4209e-10
-7.56181e-12
-2.61421e-10
-6.3343e-10
-1.27737e-09
-2.48926e-09
-4.89663e-09
-1.00211e-08
-2.00725e-08
-4.04762e-08
-8.16285e-08
-1.57771e-07
-3.21218e-07
-6.34702e-07
-1.32708e-06
-2.67862e-06
-5.32759e-06
-1.0819e-05
-2.26808e-05
-4.72373e-05
-9.6712e-05
-0.000193517
-0.000400383
-0.000759781
-0.00155531
-0.00314487
-0.00592636
-0.0120099
-0.0248445
-0.0512315
-0.101808
-0.210834
-0.458199
1.95507
0.478738
0.24915
0.122102
0.0586337
0.0292751
0.0147997
0.00727138
