0.79087	0.78887	0.789201	0.789972	0.793017	0.794764	0.794562	0.794186	0.798264	0.795376	0.791479	0.788815	0.790842	0.795644	0.797774	0.798714	0.796651	0.791415	0.78528	0.785128	0.778993	0.780925	0.782026	0.788508	0.795352	0.793885	0.797009	0.797458	0.795715	0.799617	0.801291	0.793816	

0.791031	0.794526	0.791037	0.790895	0.793783	0.793651	0.79326	0.795008	0.798697	0.795294	0.796718	0.79342	0.795246	0.795664	0.79887	0.798028	0.791088	0.793012	0.785139	0.783743	0.786247	0.786836	0.784029	0.786724	0.791048	0.795569	0.796213	0.799582	0.799579	0.796144	0.794986	0.793349	

0.796135	0.793739	0.789555	0.787933	0.792752	0.798277	0.793538	0.792573	0.793521	0.794527	0.793826	0.79323	0.799081	0.79265	0.793736	0.792616	0.790353	0.786416	0.788073	0.786494	0.79045	0.792235	0.794606	0.791566	0.793565	0.79077	0.791523	0.792221	0.793994	0.792302	0.795783	0.796894	

0.793612	0.791684	0.795361	0.794969	0.794257	0.790315	0.792107	0.787597	0.790239	0.792305	0.793943	0.79196	0.791046	0.792107	0.790766	0.792713	0.789787	0.787932	0.79227	0.787735	0.791881	0.793695	0.792098	0.789993	0.79084	0.790748	0.795721	0.792163	0.792805	0.790762	0.794745	0.794015	

0.796053	0.792802	0.7901	0.792159	0.79794	0.792837	0.793125	0.786988	0.794044	0.79333	0.791974	0.791526	0.791718	0.795185	0.797155	0.790938	0.78864	0.79215	0.79045	0.790803	0.790456	0.793975	0.796433	0.793907	0.789561	0.786371	0.792238	0.792631	0.789996	0.78459	0.792548	0.793822	

0.790003	0.79233	0.797052	0.792013	0.79105	0.792019	0.786634	0.791839	0.794302	0.794064	0.793235	0.792244	0.793634	0.792075	0.79166	0.793977	0.795385	0.792319	0.792975	0.796561	0.793327	0.790723	0.790421	0.794135	0.789545	0.787657	0.790586	0.788041	0.788523	0.789224	0.786784	0.787051	

0.785362	0.791526	0.791473	0.785968	0.789845	0.790855	0.786939	0.785721	0.792319	0.789698	0.792074	0.794399	0.793842	0.78913	0.788608	0.791473	0.794955	0.793784	0.794874	0.789287	0.792602	0.791111	0.793349	0.7889	0.787898	0.790943	0.794478	0.791076	0.789666	0.787447	0.787775	0.780048	

0.786118	0.784158	0.787835	0.786372	0.78565	0.787038	0.791446	0.791805	0.79498	0.793177	0.793028	0.794465	0.79622	0.790264	0.792506	0.795075	0.791658	0.79306	0.793797	0.791612	0.792496	0.793486	0.792287	0.795466	0.788674	0.789677	0.791318	0.789162	0.785052	0.788865	0.785757	0.783491	

0.783048	0.785049	0.788238	0.791569	0.787678	0.782554	0.784417	0.789358	0.792853	0.791059	0.789528	0.790363	0.792082	0.793454	0.789881	0.793554	0.795385	0.792652	0.793453	0.796768	0.791231	0.790268	0.789381	0.792031	0.793176	0.793302	0.793746	0.791801	0.791467	0.787021	0.789836	0.786968	

0.785574	0.787452	0.794218	0.793681	0.790608	0.786146	0.786842	0.787852	0.793182	0.793085	0.78779	0.794994	0.7948	0.798023	0.795278	0.793552	0.789648	0.790258	0.789178	0.78768	0.78888	0.78923	0.78906	0.790203	0.791227	0.790328	0.793861	0.796357	0.791996	0.790884	0.787433	0.78511	

0.787097	0.787053	0.786526	0.786343	0.786608	0.786859	0.789631	0.787869	0.788984	0.793303	0.791992	0.792865	0.793191	0.793193	0.788231	0.79259	0.787659	0.791684	0.790057	0.78787	0.784925	0.789766	0.790675	0.790516	0.791779	0.79388	0.793008	0.791655	0.784344	0.785886	0.786408	0.78494	

0.793018	0.78995	0.789312	0.785725	0.785699	0.784902	0.785909	0.788865	0.786261	0.791626	0.792473	0.792242	0.791447	0.788247	0.785479	0.785252	0.790743	0.793452	0.792036	0.786906	0.790698	0.788263	0.793805	0.794895	0.789074	0.791795	0.796999	0.796967	0.797036	0.79356	0.791322	0.790749	

0.791535	0.794417	0.794744	0.791342	0.78779	0.785761	0.785399	0.788983	0.788313	0.790255	0.787652	0.786781	0.786726	0.788367	0.793211	0.787617	0.789267	0.794123	0.789198	0.785347	0.789431	0.789256	0.791959	0.792718	0.788424	0.791427	0.801256	0.795715	0.79568	0.797029	0.791435	0.789289	

0.794096	0.792842	0.789845	0.789856	0.787898	0.783582	0.786696	0.786266	0.790581	0.79159	0.78725	0.781527	0.787501	0.788809	0.789485	0.795473	0.7956	0.799052	0.796043	0.789776	0.794498	0.79118	0.792476	0.790337	0.793174	0.791737	0.79535	0.800277	0.800552	0.792364	0.795156	0.794597	

0.785776	0.788437	0.78912	0.784354	0.787403	0.790891	0.790483	0.787206	0.787483	0.785725	0.785848	0.783989	0.785688	0.786983	0.792441	0.79099	0.798248	0.796393	0.799375	0.796302	0.794285	0.790809	0.784605	0.786187	0.790354	0.790448	0.787007	0.793362	0.794739	0.792037	0.792403	0.791999	

0.789633	0.789424	0.795821	0.792506	0.791664	0.789317	0.789853	0.791449	0.786906	0.782839	0.783724	0.785768	0.789951	0.787221	0.793228	0.793615	0.790706	0.792126	0.799969	0.791872	0.790432	0.790736	0.784405	0.787101	0.788771	0.78575	0.790833	0.791244	0.79632	0.793733	0.790291	0.790078	

0.79296	0.791242	0.790965	0.794633	0.793531	0.793501	0.787511	0.785273	0.785787	0.78861	0.785426	0.791419	0.791263	0.788203	0.785252	0.788415	0.787026	0.790509	0.793504	0.791737	0.791073	0.790926	0.784028	0.786112	0.785225	0.782711	0.787747	0.788512	0.793047	0.793551	0.794492	0.796003	

0.789034	0.793253	0.792386	0.789429	0.789476	0.789572	0.786952	0.785822	0.785766	0.785087	0.788375	0.79202	0.790736	0.788084	0.791344	0.789295	0.793844	0.792069	0.791322	0.790071	0.790582	0.789457	0.786534	0.787017	0.790121	0.786323	0.784634	0.791888	0.791512	0.79265	0.794282	0.792309	

0.795493	0.794026	0.794014	0.791268	0.791594	0.789263	0.787865	0.789516	0.786078	0.788071	0.78802	0.789322	0.784907	0.784549	0.786309	0.788137	0.78988	0.786556	0.785175	0.785618	0.785304	0.78284	0.78709	0.783076	0.788415	0.790772	0.787045	0.793878	0.791766	0.794099	0.793714	0.796186	

0.793192	0.789386	0.791579	0.791346	0.788825	0.789898	0.787674	0.791529	0.789663	0.791027	0.789909	0.786721	0.787174	0.785418	0.787672	0.786828	0.790117	0.786271	0.786179	0.785404	0.782746	0.787982	0.784771	0.787676	0.789506	0.791794	0.7906	0.791428	0.794024	0.795551	0.794323	0.797146	

0.79373	0.792252	0.793791	0.795245	0.794963	0.791747	0.790334	0.791371	0.788961	0.786133	0.787501	0.788411	0.787516	0.788751	0.785916	0.788236	0.790562	0.789823	0.787013	0.786008	0.781691	0.791245	0.793071	0.788591	0.791646	0.791029	0.789033	0.788295	0.794392	0.793953	0.787575	0.791662	

0.790167	0.793425	0.794062	0.795784	0.794076	0.793513	0.786718	0.787171	0.783678	0.784041	0.781998	0.783784	0.7856	0.790516	0.793551	0.793589	0.79304	0.79281	0.786181	0.782739	0.78341	0.790024	0.788687	0.790779	0.786826	0.788314	0.787026	0.781697	0.788086	0.789788	0.791915	0.788057	

0.788365	0.794073	0.791937	0.793036	0.794619	0.795944	0.792411	0.786396	0.788699	0.787709	0.786195	0.785799	0.788685	0.791525	0.789309	0.787722	0.793028	0.795174	0.790939	0.787146	0.787189	0.786622	0.786547	0.790756	0.792425	0.793406	0.785243	0.783014	0.786214	0.789396	0.785573	0.78781	

0.789358	0.795294	0.797054	0.78965	0.792434	0.790802	0.789553	0.789196	0.786862	0.787969	0.787145	0.786056	0.789284	0.786647	0.790297	0.791084	0.794334	0.791432	0.790561	0.789284	0.792178	0.787588	0.787353	0.792631	0.79146	0.792094	0.78946	0.786974	0.788657	0.791154	0.791621	0.786884	

0.792566	0.796175	0.793176	0.79418	0.793651	0.789788	0.790308	0.785165	0.786085	0.787943	0.783921	0.782093	0.781168	0.785145	0.785766	0.788845	0.791402	0.789476	0.787995	0.788313	0.787021	0.786547	0.788061	0.787604	0.790235	0.786349	0.786206	0.784764	0.792716	0.790851	0.788399	0.786491	

0.789013	0.796814	0.790912	0.787043	0.793201	0.797045	0.791147	0.786944	0.787798	0.786127	0.78609	0.78756	0.789389	0.785385	0.785669	0.788378	0.784454	0.789214	0.794704	0.789619	0.785326	0.789614	0.789069	0.789764	0.790351	0.789468	0.784716	0.787117	0.7937	0.790985	0.788428	0.790084	

0.794175	0.792355	0.790762	0.799057	0.797809	0.795945	0.788468	0.788165	0.790052	0.789445	0.787723	0.789907	0.789029	0.784677	0.786085	0.785837	0.786062	0.789792	0.796121	0.788301	0.782943	0.789101	0.793828	0.786997	0.789153	0.786675	0.781475	0.786135	0.785466	0.784369	0.790495	0.794259	

0.79283	0.789466	0.791067	0.79156	0.794698	0.789214	0.790119	0.794241	0.787081	0.786071	0.786859	0.787406	0.785408	0.782889	0.782728	0.784505	0.786269	0.79405	0.793484	0.793455	0.78729	0.786963	0.789401	0.790195	0.784771	0.788957	0.781719	0.781164	0.782763	0.788112	0.794711	0.79133	

0.793825	0.795099	0.792729	0.793363	0.794582	0.794207	0.790862	0.794098	0.787645	0.786787	0.792132	0.790236	0.787746	0.790718	0.783447	0.78604	0.78727	0.786328	0.789888	0.79393	0.792795	0.789405	0.784724	0.78375	0.781425	0.781644	0.784121	0.784546	0.787208	0.787536	0.787904	0.789089	

0.794978	0.796779	0.795401	0.796758	0.795361	0.788995	0.790255	0.792013	0.789105	0.789467	0.79132	0.789974	0.788537	0.78613	0.782351	0.787784	0.791336	0.790167	0.795369	0.792886	0.792338	0.789081	0.785206	0.779644	0.781503	0.787089	0.784069	0.786901	0.790583	0.788536	0.781378	0.787142	

