tr,sigma,phi
-0.625865,0.0185797,0
-0.660275,0.0193495,0
-0.652632,0.0162671,0
-0.680554,0.0236656,0
-0.64624,0.0224091,0
-0.647277,0.0239274,0
-0.651748,0.0214386,0
-0.652134,0.0244967,0
-0.67326,0.0187653,0
-0.656111,0.0274094,0
-0.639471,0.0222713,0
-0.647131,0.0213805,0
-0.625214,0.0217653,0
-0.638299,0.0194457,0
-0.646683,0.0242467,0
-0.673345,0.0185847,0
-0.656492,0.0217913,0
-0.674157,0.0280803,0
-0.649427,0.026163,0
-0.650357,0.0245573,0
-0.653821,0.0221162,0
-0.647661,0.0179029,0
-0.638932,0.0271042,0
-0.622825,0.0220115,0
-0.66214,0.0255376,0
-0.67855,0.0234614,0
-0.660752,0.0209439,0
-0.654897,0.0223642,0
-0.67732,0.0241411,0
-0.674955,0.0213902,0
-0.646848,0.0212169,0
-0.665218,0.0246742,0
-0.672258,0.018832,0
-0.646552,0.0206847,0
-0.650457,0.0201858,0
-0.672116,0.0200373,0
-0.660718,0.0201188,0
-0.62071,0.017209,0
-0.677641,0.026017,0
-0.650857,0.021885,0
-0.622583,0.0183473,0
-0.654359,0.0144649,0
-0.655393,0.0221153,0
-0.650709,0.0184203,0
-0.643015,0.0263932,0
-0.646791,0.0194931,0
-0.620607,0.0267625,0
-0.648443,0.0217192,0
-0.650712,0.0232163,0
-0.662956,0.0205558,0
-0.660765,0.0202279,0
-0.68959,0.021615,0
-0.618704,0.0248563,0
-0.639104,0.0233694,0
-0.655451,0.0253326,0
-0.675135,0.0168058,0
-0.665786,0.0261073,0
-0.654589,0.0197326,0
-0.631674,0.021296,0
-0.623325,0.0151641,0
-0.666871,0.025265,0
-0.696894,0.0240436,0
-0.671017,0.0236524,0
-0.649425,0.0214369,0
-0.648762,0.0168473,0
-0.651759,0.0198507,0
-0.652041,0.0162886,0
-0.664585,0.0202842,0
-0.665552,0.0157895,0
-0.664791,0.0217283,0
-0.659993,0.0214437,0
-0.675166,0.0204134,0
-0.641507,0.0159846,0
-0.656773,0.0243231,0
-0.657377,0.0164646,0
-0.662104,0.0219398,0
-0.660045,0.0222462,0
-0.654573,0.0163134,0
-0.67063,0.0229047,0
-0.677885,0.0238008,0
-0.667228,0.0248055,0
-0.652359,0.0293653,0
-0.656082,0.0219737,0
-0.657156,0.0207864,0
-0.643482,0.0162054,0
-0.657513,0.0159372,0
-0.640103,0.0276513,0
-0.666673,0.0190354,0
-0.653904,0.0195883,0
-0.644215,0.0225024,0
-0.632953,0.0215973,0
-0.665995,0.0186376,0
-0.673112,0.0173274,0
-0.65594,0.017318,0
-0.663583,0.0230535,0
-0.666302,0.0203438,0
-0.675707,0.021718,0
-0.683664,0.0230224,0
-0.6423,0.0278649,0
-0.679043,0.0143389,0
-0.703968,0.0164084,0
-0.680624,0.0187638,0
-0.66326,0.0175272,0
-0.653576,0.0205206,0
-0.682475,0.0250062,0
-0.65044,0.021324,0
-0.651374,0.0234146,0
-0.665232,0.0196256,0
-0.635512,0.0292017,0
-0.667031,0.0194856,0
-0.661581,0.0168535,0
-0.658051,0.021243,0
-0.662811,0.0209634,0
-0.670471,0.0188354,0
-0.681772,0.0240847,0
-0.636052,0.015953,0
-0.656324,0.0173401,0
-0.654356,0.0196399,0
-0.692231,0.0221092,0
-0.654586,0.0232905,0
-0.64437,0.0269891,0
-0.666583,0.0202316,0
-0.628093,0.0214924,0
-0.668531,0.021813,0
-0.662128,0.0196322,0
-0.672468,0.0171563,0
-0.673601,0.0211277,0
-0.675008,0.0182684,0
-0.638044,0.0221775,0
-0.655126,0.0233845,0
-0.63167,0.0220154,0
-0.647394,0.0253263,0
-0.646938,0.0246209,0
-0.675704,0.017618,0
-0.645906,0.0245551,0
-0.658345,0.0219668,0
-0.654853,0.0215194,0
-0.628949,0.0235046,0
-0.659491,0.0286144,0
-0.644397,0.0209687,0
-0.657964,0.0179203,0
-0.673599,0.0218905,0
-0.682051,0.020928,0
-0.676796,0.0174833,0
-0.659553,0.0242531,0
-0.647188,0.0244972,0
-0.673125,0.020343,0
-0.682847,0.0210782,0
-0.68325,0.0237174,0
-0.673685,0.0206593,0
-0.640823,0.0224187,0
-0.641866,0.0214857,0
-0.642111,0.0168541,0
-0.636857,0.0225145,0
-0.66564,0.0193769,0
-0.66247,0.0177832,0
-0.694716,0.026559,0
-0.674062,0.0172994,0
-0.640869,0.0162125,0
-0.675549,0.021157,0
-0.662895,0.0238427,0
-0.663762,0.0245938,0
-0.657758,0.0212479,0
-0.634491,0.0223297,0
-0.646401,0.020844,0
-0.673194,0.0224086,0
-0.646799,0.0248612,0
-0.667332,0.0223333,0
-0.674439,0.0215022,0
-0.669027,0.0204476,0
-0.674275,0.0233232,0
-0.670989,0.0217393,0
-0.640981,0.0176702,0
-0.643209,0.0250544,0
-0.663385,0.021901,0
-0.622905,0.0214943,0
-0.647905,0.0195531,0
-0.650535,0.0235771,0
-0.666387,0.0257358,0
-0.651975,0.0203692,0
-0.658844,0.0191425,0
-0.638271,0.0260361,0
-0.665412,0.018555,0
-0.660639,0.0247089,0
-0.652276,0.0207608,0
-0.67053,0.0256312,0
-0.643158,0.0260156,0
-0.648876,0.021341,0
-0.645385,0.0186181,0
-0.636027,0.0282735,0
-0.662996,0.0249277,0
-0.65814,0.0211732,0
-0.658443,0.0219405,0
-0.64536,0.0163443,0
-0.660608,0.020302,0
-0.651816,0.0173164,0
-0.662515,0.0188118,0
-0.657644,0.0187059,0
-0.668634,0.0216898,0
-0.668905,0.0195086,0
-0.662097,0.0209238,0
-0.661828,0.0208668,0
-0.640503,0.019566,0
-0.670641,0.0260157,0
-0.662855,0.0181546,0
-0.675281,0.0241877,0
-0.653891,0.0229723,0
-0.651148,0.0248739,0
-0.67131,0.0187941,0
-0.637138,0.024486,0
-0.662499,0.0273768,0
-0.652278,0.0256485,0
-0.652055,0.0221864,0
-0.667139,0.0200317,0
-0.669493,0.0187682,0
-0.632674,0.0224163,0
-0.635344,0.0218022,0
-0.658346,0.0171481,0
-0.673606,0.0183596,0
-0.640856,0.02376,0
-0.653796,0.0147017,0
-0.653606,0.019486,0
-0.675221,0.0187519,0
-0.662919,0.0188012,0
-0.654921,0.0253448,0
-0.638211,0.017641,0
-0.657466,0.0244985,0
-0.644346,0.0235943,0
-0.619771,0.0142897,0
-0.644434,0.0190011,0
-0.658565,0.027672,0
-0.65375,0.0237319,0
-0.662612,0.0259154,0
-0.664576,0.0240841,0
-0.639404,0.0220478,0
-0.631802,0.0232298,0
-0.625683,0.024641,0
-0.676511,0.0238021,0
-0.681934,0.0192351,0
-0.633861,0.0203946,0
-0.641078,0.0208022,0
-0.64534,0.0263282,0
-0.659792,0.0197561,0
-0.658899,0.027656,0
-0.63649,0.0211724,0
-0.665109,0.0241447,0
-0.663814,0.018458,0
-0.637305,0.0179552,0
-0.664877,0.0272389,0
-0.657115,0.0174523,0
-0.64172,0.0215727,0
-0.650098,0.0213855,0
-0.654191,0.0239059,0
-0.671873,0.0219726,0
-0.664098,0.0224981,0
-0.661243,0.0256071,0
-0.631714,0.0178584,0
-0.67417,0.0237468,0
-0.63617,0.0208233,0
-0.682564,0.0141362,0
-0.655875,0.0224158,0
-0.639047,0.0264422,0
-0.647585,0.0164378,0
-0.642126,0.0200055,0
-0.632919,0.0210547,0
-0.655872,0.0215019,0
-0.647304,0.0217631,0
-0.613635,0.0228608,0
-0.645398,0.026199,0
-0.65325,0.0201552,0
-0.642811,0.0205631,0
-0.651021,0.0236737,0
-0.658498,0.0213783,0
-0.642915,0.0223667,0
-0.653073,0.0225282,0
-0.629899,0.017982,0
-0.647675,0.0213184,0
-0.653104,0.0162112,0
-0.652252,0.0232555,0
-0.647729,0.0262195,0
-0.653751,0.0235177,0
-0.667783,0.0151225,0
-0.652748,0.0269045,0
-0.631418,0.0243523,0
-0.665666,0.0185357,0
-0.630828,0.02716,0
-0.643275,0.0186186,0
-0.675461,0.0229131,0
-0.652805,0.0243342,0
-0.629998,0.018126,0
-0.648472,0.0156881,0
-0.66727,0.0183717,0
-0.665105,0.0217959,0
-0.645071,0.0190155,0
-0.655324,0.0238686,0
-0.638701,0.020839,0
-0.677794,0.0220449,0
-0.641036,0.023645,0
-0.667835,0.0187377,0
-0.646003,0.0213435,0
-0.651596,0.0221206,0
-0.649776,0.0184237,0
-0.655796,0.0228958,0
-0.629822,0.0193561,0
-0.638244,0.0268299,0
-0.66581,0.019213,0
-0.658817,0.0208663,0
-0.648357,0.0266347,0
-0.647935,0.0228494,0
-0.63109,0.0211377,0
-0.656161,0.0168742,0
-0.64392,0.0242534,0
-0.646213,0.0231465,0
-0.659395,0.0220329,0
-0.622355,0.0249516,0
-0.638497,0.0254028,0
-0.665122,0.0201139,0
-0.666944,0.0202084,0
-0.653203,0.0228735,0
-0.64182,0.0257416,0
-0.648023,0.0206814,0
-0.658197,0.0221229,0
-0.635427,0.0202929,0
-0.628421,0.0191861,0
-0.65891,0.022264,0
-0.644077,0.0178453,0
-0.633247,0.0222509,0
-0.667866,0.0222752,0
-0.637409,0.018076,0
-0.681071,0.021358,0
-0.672932,0.0183653,0
-0.649355,0.0185693,0
-0.663715,0.0150351,0
-0.646401,0.0265131,0
-0.668239,0.0231007,0
-0.657275,0.0225243,0
-0.649832,0.0228558,0
-0.66415,0.0252759,0
-0.658884,0.0231553,0
-0.686882,0.0226913,0
-0.656475,0.0203191,0
-0.660466,0.0231513,0
-0.663677,0.0225763,0
-0.642351,0.0187876,0
-0.639422,0.0208971,0
-0.666982,0.0222652,0
-0.656019,0.0251007,0
-0.629374,0.0233185,0
-0.666728,0.0264992,0
-0.686015,0.0226125,0
-0.642074,0.028643,0
-0.627133,0.0161634,0
-0.661802,0.0205885,0
-0.639932,0.0233729,0
-0.669959,0.021497,0
-0.650509,0.0236846,0
-0.655465,0.0208493,0
-0.686094,0.0230323,0
-0.627435,0.0224873,0
-0.649112,0.0172797,0
-0.632387,0.0201936,0
-0.652317,0.0229909,0
-0.683969,0.0238328,0
-0.664236,0.0213084,0
-0.655167,0.0285554,0
-0.679664,0.032023,0
-0.665345,0.025984,0
-0.659919,0.0206196,0
-0.64344,0.0221544,0
-0.614054,0.0229366,0
-0.649944,0.023774,0
-0.680717,0.0249755,0
-0.654486,0.0162633,0
-0.652891,0.0209014,0
-0.603249,0.020492,0
-0.642472,0.0188419,0
-0.651382,0.0208954,0
-0.65519,0.0192255,0
-0.60578,0.0179034,0
-0.651743,0.0256844,0
-0.633925,0.0219086,0
-0.661266,0.0158887,0
-0.673169,0.0180359,0
-0.622778,0.024838,0
-0.647763,0.0204136,0
-0.649123,0.0231571,0
-0.636145,0.020143,0
-0.680649,0.0236291,0
-0.650821,0.0227401,0
-0.649774,0.0233513,0
-0.646744,0.020825,0
-0.663645,0.020142,0
-0.645524,0.0228891,0
-0.655801,0.0259306,0
-0.662394,0.0272516,0
-0.66247,0.0197024,0
-0.621659,0.0182728,0
-0.671253,0.0202139,0
-0.63732,0.0187602,0
-0.654246,0.0220535,0
-0.649925,0.0215164,0
-0.655716,0.0195423,0
-0.65495,0.0181433,0
-0.666015,0.024311,0
-0.641608,0.0185314,0
-0.69112,0.0249122,0
-0.645283,0.0207234,0
-0.657235,0.0229432,0
-0.656231,0.0204871,0
-0.636128,0.0231006,0
-0.630368,0.0193768,0
-0.63979,0.0197884,0
-0.659219,0.0185953,0
-0.661969,0.01828,0
-0.641343,0.0237473,0
-0.676485,0.0199577,0
-0.651536,0.0266114,0
-0.643422,0.0182977,0
-0.679595,0.0166779,0
-0.659116,0.0176301,0
-0.657287,0.0243086,0
-0.645185,0.0241889,0
-0.635222,0.0255726,0
-0.65067,0.0201612,0
-0.642288,0.0267887,0
-0.624657,0.0207971,0
-0.623427,0.0218928,0
-0.657853,0.0158984,0
-0.646649,0.0242566,0
-0.689644,0.0196726,0
-0.645008,0.022843,0
-0.627629,0.0252793,0
-0.639581,0.020128,0
-0.675607,0.0253053,0
-0.66955,0.0170055,0
-0.650416,0.0224934,0
-0.679641,0.0159,0
-0.669131,0.0270966,0
-0.686604,0.020146,0
-0.662773,0.0215541,0
-0.688617,0.0200754,0
-0.624043,0.0219596,0
-0.652703,0.0232306,0
-0.634448,0.0216274,0
-0.647361,0.0214773,0
-0.637256,0.0261961,0
-0.650853,0.0184021,0
-0.671232,0.0229046,0
-0.661027,0.01869,0
-0.671312,0.020058,0
-0.66007,0.0196059,0
-0.640236,0.0238372,0
-0.648649,0.0213612,0
-0.648866,0.0158293,0
-0.635576,0.0267796,0
-0.663467,0.0248021,0
-0.622105,0.020033,0
-0.697501,0.0205314,0
-0.648261,0.0248411,0
-0.639123,0.0237015,0
-0.619792,0.0226669,0
-0.659523,0.0187737,0
-0.636723,0.0216214,0
-0.668442,0.0186363,0
-0.68516,0.0205377,0
-0.635307,0.0163076,0
-0.660012,0.0204302,0
-0.644646,0.024745,0
-0.667535,0.0143095,0
-0.651019,0.018646,0
-0.664349,0.0159688,0
-0.637232,0.0240146,0
-0.643705,0.0233884,0
-0.649772,0.022552,0
-0.668411,0.0176511,0
-0.659973,0.0211572,0
-0.657814,0.02193,0
-0.635748,0.0207466,0
-0.643327,0.0234221,0
-0.629518,0.0218376,0
-0.65873,0.0197864,0
-0.641524,0.0214494,0
-0.641728,0.0154044,0
-0.682631,0.0230931,0
-0.652234,0.0195253,0
-0.64378,0.0226648,0
-0.666878,0.0241902,0
-0.650951,0.0191628,0
-0.66752,0.0250681,0
-0.652688,0.0243299,0
-0.682004,0.0217565,0
-0.647977,0.0239653,0
-0.653253,0.0211688,0
-0.649482,0.0191856,0
-0.642065,0.0207451,0
-0.651343,0.025469,0
-0.673638,0.0174013,0
-0.658207,0.01741,0
-0.647674,0.0240556,0
-0.618638,0.0226337,0
-0.650015,0.0266115,0
-0.636068,0.0204073,0
-0.672747,0.0185456,0
-0.678805,0.0201308,0
-0.65539,0.0234259,0
-0.673941,0.0246631,0
-0.661224,0.0209149,0
-0.668352,0.0242105,0
-0.670421,0.0179002,0
-0.633746,0.0244203,0
-0.659537,0.023238,0
-0.665361,0.0262171,0
-0.645635,0.0248439,0
-0.668682,0.0182426,0
-0.627581,0.0275315,0
-0.638458,0.0228459,0
-0.66139,0.0231337,0
-0.651517,0.0189216,0
-0.671084,0.0223326,0
-0.685201,0.0262711,0
-0.63636,0.0216508,0
-0.662079,0.0221117,0
-0.634375,0.0312567,0
-0.638381,0.0206677,0
-0.63635,0.0271593,0
-0.652516,0.0221897,0
-0.643386,0.0237817,0
-0.649242,0.0186801,0
-0.645927,0.0225581,0
-0.620924,0.0223529,0
-0.669129,0.0174417,0
-0.644867,0.0233198,0
-0.645105,0.0224073,0
-0.666518,0.0263653,0
-0.645343,0.0240859,0
-0.664711,0.020339,0
-0.699519,0.0222052,0
-0.63673,0.0248942,0
-0.634385,0.0209485,0
-0.65969,0.0227053,0
-0.658489,0.0214835,0
-0.662629,0.0199628,0
-0.662119,0.0196618,0
-0.62088,0.0242217,0
-0.664802,0.0160858,0
-0.644644,0.0229861,0
-0.653163,0.0239663,0
-0.655152,0.0199049,0
-0.679214,0.0209955,0
-0.674989,0.0209958,0
-0.66583,0.0195847,0
-0.66142,0.0203198,0
-0.630721,0.0241421,0
-0.660932,0.0275879,0
-0.642062,0.0234117,0
-0.653934,0.02042,0
-0.683254,0.018293,0
-0.66924,0.0238395,0
-0.657508,0.0236288,0
-0.673584,0.0169229,0
-0.659671,0.023347,0
-0.628938,0.023039,0
-0.674237,0.0239264,0
-0.655671,0.0204374,0
-0.675878,0.0216412,0
-0.632354,0.0214361,0
-0.636996,0.0188158,0
-0.647857,0.0200671,0
-0.65884,0.0220213,0
-0.654396,0.0174578,0
-0.670213,0.0190175,0
-0.636407,0.0201503,0
-0.634391,0.0229101,0
-0.628339,0.0253998,0
-0.659475,0.0210298,0
-0.642984,0.0234693,0
-0.659158,0.0241146,0
-0.666465,0.0155319,0
-0.657387,0.0195483,0
-0.656981,0.0268962,0
-0.661546,0.0264818,0
-0.659153,0.0226802,0
-0.617623,0.0198795,0
-0.653437,0.0207977,0
-0.646959,0.0187266,0
-0.646586,0.0256034,0
-0.663127,0.0255431,0
-0.636626,0.0194464,0
-0.661032,0.0223341,0
-0.653166,0.0158326,0
-0.642126,0.0223547,0
-0.630003,0.025279,0
-0.663608,0.016587,0
-0.65307,0.0206562,0
-0.675039,0.0206531,0
-0.657376,0.0187404,0
-0.645624,0.0240566,0
-0.643118,0.0197346,0
-0.637556,0.0229236,0
-0.624007,0.0244953,0
-0.663911,0.0201898,0
-0.660184,0.0219706,0
-0.645499,0.016112,0
-0.666312,0.0250878,0
-0.643247,0.0240064,0
-0.630939,0.0282033,0
-0.634054,0.0246666,0
-0.638721,0.0177585,0
-0.645587,0.0201371,0
-0.645272,0.0210289,0
-0.652094,0.0247641,0
-0.65609,0.0191562,0
-0.657761,0.0212884,0
-0.629454,0.0266526,0
-0.639519,0.0237442,0
-0.659056,0.0219051,0
-0.656346,0.0204554,0
-0.620469,0.0229439,0
-0.61872,0.0207937,0
-0.655359,0.0236805,0
-0.631189,0.0221277,0
-0.646786,0.028489,0
-0.685588,0.0131926,0
-0.659782,0.0217223,0
-0.636942,0.0219417,0
-0.652125,0.0263488,0
-0.645426,0.0230203,0
-0.657604,0.0175117,0
-0.651367,0.0191378,0
-0.627942,0.0213968,0
-0.680693,0.021395,0
-0.650677,0.0254785,0
-0.622463,0.024286,0
-0.671696,0.0179569,0
-0.658249,0.0215207,0
-0.623074,0.0201424,0
-0.685552,0.0213516,0
-0.648794,0.0238664,0
-0.68113,0.0302603,0
-0.655981,0.0214719,0
-0.658261,0.017625,0
-0.616872,0.0170783,0
-0.647182,0.0223309,0
-0.655542,0.0239559,0
-0.631662,0.0267485,0
-0.640841,0.0223591,0
-0.658992,0.02019,0
-0.667579,0.0244472,0
-0.672749,0.0254457,0
-0.662839,0.017147,0
-0.683792,0.021455,0
-0.688458,0.0229531,0
-0.63141,0.0199926,0
-0.633805,0.0219481,0
-0.672139,0.0229567,0
-0.656562,0.0210976,0
-0.64644,0.0223581,0
-0.637944,0.0183652,0
-0.626657,0.0257135,0
-0.642042,0.0216759,0
-0.654534,0.0180176,0
-0.664374,0.0217956,0
-0.677041,0.0202788,0
-0.647841,0.0188782,0
-0.641671,0.021941,0
-0.637419,0.0193528,0
-0.638471,0.0214195,0
-0.641948,0.0218359,0
-0.657671,0.0194018,0
-0.663637,0.0233421,0
-0.677737,0.0238839,0
-0.614479,0.0256789,0
-0.684883,0.0167467,0
-0.624813,0.0212466,0
-0.639329,0.0220734,0
-0.631389,0.0206986,0
-0.623653,0.0226714,0
-0.663783,0.0236579,0
-0.632826,0.0194489,0
-0.644649,0.0196771,0
-0.677046,0.0241396,0
-0.645186,0.019771,0
-0.672009,0.021555,0
-0.670322,0.022258,0
-0.647942,0.0198573,0
-0.665689,0.0234238,0
-0.611754,0.0173502,0
-0.664578,0.0189034,0
-0.669779,0.0233739,0
-0.620402,0.0254953,0
-0.642855,0.0237404,0
-0.650112,0.0243802,0
-0.668365,0.0212333,0
-0.676685,0.017062,0
-0.648676,0.0251956,0
-0.655148,0.0262471,0
-0.635022,0.0268439,0
-0.652357,0.0188496,0
-0.617705,0.0239875,0
-0.640436,0.0154403,0
-0.667415,0.0204961,0
-0.649052,0.025426,0
-0.668725,0.0270732,0
-0.634599,0.0180009,0
-0.629707,0.0203474,0
-0.645278,0.0230635,0
-0.628386,0.0193976,0
-0.637185,0.0201093,0
-0.656796,0.0187667,0
-0.675912,0.0232121,0
-0.67706,0.0196709,0
-0.637286,0.0169916,0
-0.676411,0.0237493,0
-0.636089,0.0198693,0
-0.648464,0.0244811,0
-0.628892,0.018663,0
-0.673257,0.0227738,0
-0.66251,0.0240328,0
-0.639309,0.0205745,0
-0.659,0.0200207,0
-0.644395,0.0257369,0
-0.665412,0.0266515,0
-0.670169,0.0214848,0
-0.667468,0.019086,0
-0.646637,0.0204826,0
-0.658007,0.0192643,0
-0.67006,0.0242904,0
-0.670316,0.0214712,0
-0.624795,0.0217922,0
-0.63929,0.0233008,0
-0.656688,0.0207261,0
-0.639108,0.0211845,0
-0.644213,0.021882,0
-0.633553,0.021766,0
-0.6514,0.0246493,0
-0.636089,0.0246125,0
-0.66622,0.0148714,0
-0.64844,0.0220971,0
-0.663266,0.0173246,0
-0.641777,0.0245405,0
-0.64281,0.0240472,0
-0.632484,0.0240336,0
-0.650184,0.0244112,0
-0.654743,0.0206906,0
-0.654244,0.023753,0
-0.657732,0.0189475,0
-0.659505,0.0241551,0
-0.673623,0.0271011,0
-0.674011,0.0153552,0
-0.633654,0.0230475,0
-0.632059,0.0197775,0
-0.670527,0.020921,0
-0.627226,0.0212437,0
-0.641202,0.019862,0
-0.653694,0.0228008,0
-0.646313,0.0177637,0
-0.661857,0.0212542,0
-0.660987,0.0179787,0
-0.637867,0.018247,0
-0.632346,0.0230535,0
-0.625008,0.0273224,0
-0.681552,0.0201038,0
-0.670893,0.0216242,0
-0.670177,0.0170262,0
-0.661615,0.0156505,0
-0.632755,0.0225273,0
-0.653383,0.0212132,0
-0.637722,0.0244114,0
-0.654364,0.0194711,0
-0.636455,0.0196727,0
-0.647581,0.0234378,0
-0.657006,0.0272753,0
-0.636279,0.0233377,0
-0.620467,0.0167407,0
-0.653161,0.0229763,0
-0.634133,0.0183091,0
-0.64933,0.0240535,0
-0.66689,0.0201616,0
-0.649854,0.0233085,0
-0.643834,0.0235263,0
-0.607475,0.0232103,0
-0.63963,0.0214356,0
-0.638025,0.0184941,0
-0.656525,0.0180266,0
-0.623989,0.0195268,0
-0.635332,0.0222472,0
-0.661969,0.0244866,0
-0.677672,0.0204547,0
-0.65961,0.0181279,0
-0.636947,0.015844,0
-0.654032,0.0200568,0
-0.644918,0.0185985,0
-0.658311,0.0196408,0
-0.643448,0.018803,0
-0.669502,0.0199756,0
-0.67268,0.0209151,0
-0.641308,0.0203964,0
-0.663556,0.0177758,0
-0.650553,0.0198588,0
-0.653018,0.0240352,0
-0.641225,0.0222322,0
-0.641445,0.020886,0
-0.66827,0.0185264,0
-0.606137,0.023843,0
-0.674813,0.0199124,0
-0.631768,0.0241491,0
-0.674841,0.019936,0
-0.628252,0.0193733,0
-0.659604,0.0219099,0
-0.656462,0.0186507,0
-0.670508,0.0205499,0
-0.677667,0.0228506,0
-0.637136,0.0254217,0
-0.641589,0.020157,0
-0.659037,0.0273204,0
-0.673186,0.0181085,0
-0.664673,0.0204457,0
-0.618382,0.0240552,0
-0.66533,0.0247601,0
-0.658024,0.0193028,0
-0.64207,0.022289,0
-0.668645,0.0197593,0
-0.666251,0.0211842,0
-0.667541,0.026254,0
-0.674602,0.019152,0
-0.674546,0.0259244,0
-0.670693,0.0239223,0
-0.620953,0.0195304,0
-0.646293,0.0209981,0
-0.659697,0.0204343,0
-0.630537,0.0216681,0
-0.652185,0.0230034,0
-0.661757,0.0249517,0
-0.649989,0.0227232,0
-0.653912,0.0230968,0
-0.666185,0.0227468,0
-0.67005,0.0238241,0
-0.672659,0.0233114,0
-0.645616,0.0212572,0
-0.657636,0.0219924,0
-0.64994,0.0226399,0
-0.645485,0.024615,0
-0.619505,0.0264039,0
-0.662837,0.0187741,0
-0.647811,0.020846,0
-0.652148,0.0189138,0
-0.644259,0.0201363,0
-0.646433,0.0213124,0
-0.65402,0.0131927,0
-0.669446,0.0177001,0
-0.674075,0.0192186,0
-0.650047,0.0222929,0
-0.62962,0.0223346,0
-0.637623,0.0165639,0
-0.673488,0.0163177,0
-0.658395,0.0179767,0
-0.658741,0.0174913,0
-0.648189,0.0206013,0
-0.646196,0.0232972,0
-0.670189,0.0237243,0
-0.701114,0.0162204,0
-0.646126,0.0249435,0
-0.673228,0.0209958,0
-0.664836,0.0239558,0
-0.676489,0.0251651,0
-0.648123,0.0229278,0
-0.648879,0.0246283,0
-0.663242,0.0278638,0
-0.652275,0.0179297,0
-0.658165,0.0256912,0
-0.651071,0.0254639,0
-0.666685,0.0183042,0
-0.651698,0.0254291,0
-0.651354,0.025106,0
-0.64691,0.0222805,0
-0.654633,0.0193328,0
-0.632811,0.0237665,0
-0.635808,0.0172496,0
-0.641717,0.0274113,0
-0.648399,0.0170684,0
-0.633475,0.0219856,0
-0.665034,0.0243943,0
-0.6033,0.0242399,0
-0.651843,0.0217259,0
-0.626419,0.0178854,0
-0.656078,0.0221354,0
-0.664687,0.023114,0
-0.657385,0.0208721,0
-0.633053,0.0236072,0
-0.64542,0.0173169,0
-0.654047,0.0174088,0
-0.69315,0.0184577,0
-0.637709,0.0219746,0
-0.680204,0.0182964,0
-0.666973,0.0257531,0
-0.668924,0.0199319,0
-0.619468,0.0242848,0
-0.639411,0.0239773,0
-0.639583,0.0208879,0
-0.654148,0.0202284,0
-0.660489,0.0235845,0
-0.659898,0.0227471,0
-0.629912,0.0226023,0
-0.667012,0.0202504,0
-0.642362,0.0175031,0
-0.642609,0.0205571,0
-0.653305,0.020578,0
-0.673129,0.0228333,0
-0.644324,0.0225425,0
-0.646139,0.0235098,0
-0.677112,0.0185501,0
-0.664918,0.018551,0
-0.654844,0.0181682,0
-0.63595,0.025614,0
-0.641461,0.0175499,0
-0.637409,0.0204974,0
-0.653525,0.0183547,0
-0.684737,0.0246812,0
-0.647026,0.027831,0
-0.65638,0.0252509,0
-0.661021,0.0220535,0
-0.675313,0.0239765,0
-0.674602,0.019493,0
-0.654885,0.0173893,0
-0.650476,0.0179293,0
-0.636663,0.0239121,0
-0.664939,0.0186258,0
-0.649936,0.0201085,0
-0.668409,0.0209462,0
-0.659817,0.0204008,0
-0.639872,0.0224349,0
-0.692468,0.0264324,0
-0.644552,0.0186909,0
-0.656195,0.0204433,0
-0.675154,0.0161178,0
-0.657113,0.024031,0
-0.676111,0.0177221,0
-0.651125,0.0211929,0
-0.646513,0.0223193,0
-0.67199,0.0190102,0
-0.649783,0.0164538,0
-0.641317,0.0242307,0
-0.644902,0.0242548,0
-0.66477,0.0156783,0
-0.620484,0.0194689,0
-0.641948,0.0234374,0
-0.660204,0.0211581,0
-0.645101,0.0251313,0
-0.65906,0.0215448,0
-0.667317,0.0174236,0
-0.646821,0.0197361,0
-0.652327,0.0218665,0
-0.667822,0.0200353,0
-0.651961,0.0213907,0
-0.664829,0.020977,0
-0.640588,0.0201949,0
-0.667084,0.0216047,0
-0.647148,0.0214982,0
-0.627325,0.0179108,0
-0.683495,0.0271704,0
-0.639997,0.0235339,0
-0.652849,0.0202258,0
-0.675204,0.0205071,0
-0.652755,0.0243524,0
-0.646167,0.0191987,0
-0.640162,0.0211554,0
-0.670319,0.0259321,0
-0.633435,0.02138,0
-0.658108,0.0218722,0
-0.641712,0.0252153,0
-0.609666,0.0270362,0
-0.638853,0.0228994,0
-0.666699,0.0212577,0
-0.658747,0.0199028,0
-0.662003,0.0207486,0
-0.662674,0.0236783,0
-0.677881,0.0186608,0
-0.667938,0.016246,0
-0.654505,0.0236702,0
-0.658949,0.0162223,0
-0.643306,0.0219004,0
-0.653714,0.0217593,0
-0.672894,0.0227927,0
-0.626259,0.0228599,0
-0.648973,0.0229202,0
-0.663938,0.0187499,0
-0.638655,0.0180932,0
-0.634324,0.0212502,0
-0.666424,0.0203777,0
-0.660247,0.0191558,0
-0.63471,0.02471,0
-0.628843,0.0213689,0
-0.663735,0.0168514,0
-0.637181,0.021996,0
-0.643173,0.0173483,0
-0.636602,0.0212812,0
-0.695467,0.0192224,0
-0.670051,0.02552,0
-0.654607,0.0196058,0
-0.666325,0.021195,0
-0.654872,0.0156296,0
-0.661425,0.0276361,0
-0.623659,0.02101,0
-0.659683,0.0178036,0
-0.666219,0.0215018,0
-0.656962,0.0248032,0
-0.647807,0.0214736,0
-0.672165,0.0186388,0
