0.614988	0.568189	0.580731	0.699674	0.463309	0.366921	0.573384	0.420908	0.25324	0.560621	0.648318	0.382031	0.415714	0.416201	0.148693	0.284652	
-0.381578	-0.15635	-0.0167531	-0.074113	0.0843703	0.254295	-0.063041	-0.373076	-0.270854	-0.204947	-0.145081	0.157432	0.181745	-0.246273	-0.503883	-0.474736	
0.127798	0.116347	-0.00111556	0.195327	0.342542	0.0478565	-0.058614	0.209063	0.150217	-0.175154	-0.157341	0.0737714	0.21369	0.2543	0.135452	0.0289261	
0.376595	0.191325	0.0498647	0.112329	0.278675	0.198897	-0.0385236	0.0261153	0.187188	0.00368763	-0.191986	-0.0507642	0.0776252	0.0853811	0.226138	0.410968	

0.571763	0.554611	0.651779	0.701413	0.583598	0.666801	0.905807	0.879266	0.647802	0.478485	0.395503	0.555561	0.812671	0.731472	0.471463	0.487471	
-0.43194	-0.164525	-0.302268	-0.357772	-0.0595873	0.0569016	-0.15533	-0.237071	-0.00471584	0.24305	0.163479	-0.0896422	-0.0806643	0.0509448	-0.24103	-0.602213	
-0.11528	0.121065	0.229288	0.0571296	0.0150437	0.0272094	-0.0301149	0.131632	0.241952	-0.0555498	-0.191221	0.0725897	0.15717	0.0419406	0.0254625	-0.0666898	
0.303873	0.239913	0.177112	0.261857	0.422413	0.588973	0.531376	0.225872	0.0955861	0.214478	0.147366	-0.0451179	-0.0334133	0.0329173	0.0445469	0.182574	

0.657361	0.65093	0.572447	0.455249	0.548777	0.608584	0.570252	0.738633	0.820627	0.531818	0.515611	0.854223	0.850834	0.66044	0.728475	0.771553	
-0.559721	-0.492918	-0.0551468	0.197095	0.12963	0.0658591	0.0869574	0.115378	0.104436	0.0663975	0.169104	0.325872	0.135064	-0.233774	-0.306816	-0.340388	
-0.199327	-0.1098	0.0440248	0.197008	0.18481	0.0267642	0.0414632	0.184036	0.167307	0.16014	0.293937	0.30811	0.23324	0.247963	0.154251	-0.0965628	
-0.272251	-0.0162391	0.0535808	0.149621	0.397361	0.594903	0.476759	0.195973	0.116237	0.170763	0.00175648	-0.185162	-0.0171748	0.111776	-0.177212	-0.435181	

0.806309	0.815463	0.673559	0.805638	0.851735	0.444938	0.262124	0.558263	0.759758	0.797398	0.813691	0.576646	0.283514	0.365429	0.521619	0.624661	
-0.423967	-0.0155956	0.231422	0.197497	0.231872	0.176278	-0.0877923	-0.095965	0.115806	0.0942518	0.0166261	0.0857446	0.0757191	-0.0448928	-0.209595	-0.452178	
0.265229	-0.0786761	-0.285494	-0.313355	-0.317445	-0.254263	-0.0945439	0.117435	0.343281	0.430311	0.312826	0.173058	0.0774196	0.00841255	0.125127	0.346366	
-0.290489	-0.107217	0.13364	0.204553	0.300111	0.445092	0.294984	-0.00400372	-0.000671367	0.174976	0.144734	-0.0202964	-0.155385	-0.210273	-0.218951	-0.266751	

0.772547	0.583829	0.585244	0.722236	0.798426	0.683477	0.51892	0.491168	0.587247	0.602089	0.578856	0.613958	0.597624	0.553671	0.681658	0.849502	
-0.449533	-0.292022	-0.0330529	0.349081	0.284123	-0.197191	-0.424522	-0.353171	-0.201986	-0.0185929	-0.0526375	-0.236806	-0.0396331	0.232174	-0.0605822	-0.460575	
0.106992	0.183519	0.202479	0.0650716	-0.0238937	-0.0656968	-0.126087	-0.0275323	0.230576	0.32934	0.153279	-0.0169953	0.0921227	0.376205	0.457721	0.25099	
-0.235175	-0.323716	-0.110762	0.110993	0.333246	0.537622	0.430916	0.203761	0.270607	0.357687	0.0825827	-0.304369	-0.525127	-0.456501	-0.162296	-0.0342889	

0.538989	0.466759	0.411727	0.575992	0.674346	0.598469	0.633274	0.682691	0.592305	0.524362	0.405013	0.241664	0.428932	0.810539	0.817901	0.604295	
-0.535758	-0.22349	-0.104306	-0.0933248	0.0199113	0.128438	-0.0114917	-0.385341	-0.531172	-0.100006	0.37697	0.242579	-0.0877971	-0.138025	-0.279424	-0.580289	
0.310239	0.38441	0.26229	0.0398723	0.011949	0.115412	0.192534	0.211928	0.1037	-0.0137223	0.0579383	0.146463	0.0801338	0.0830011	0.205299	0.256177	
-0.0501944	-0.109052	-0.0414698	0.163972	0.220687	0.155571	0.188372	0.390319	0.529599	0.237746	-0.223568	-0.252651	-0.0648001	-0.228884	-0.398468	-0.213121	

0.623268	0.586526	0.321269	0.0639416	0.179612	0.5442	0.575545	0.32093	0.370569	0.5111	0.388464	0.443428	0.824815	0.938276	0.68555	0.555194	
-0.463705	-0.392333	-0.233383	-0.499459	-0.701347	-0.298736	0.156496	0.081941	-0.191226	-0.255873	-0.14411	-0.169438	-0.489932	-0.677268	-0.459395	-0.325427	
-0.0812758	0.166806	0.328601	0.204462	0.161272	0.0131722	-0.20165	0.141149	0.613125	0.434036	0.161999	0.293227	0.329545	0.228012	0.22656	0.0573633	
0.036461	-0.00286618	0.28425	0.479211	0.311322	0.306438	0.360545	0.0242017	-0.24134	-0.0717441	0.100988	0.129527	0.0783493	-0.133632	-0.216668	-0.00804568	

0.411636	0.43205	0.511165	0.299462	0.374714	0.671988	0.63553	0.577056	0.646349	0.496424	0.486069	0.782898	0.738806	0.505528	0.639809	0.67344	
-0.336957	-0.377083	-0.274325	-0.248257	-0.291814	-0.175415	0.0423429	0.138273	0.0300014	-0.167524	-0.246817	-0.267619	-0.445837	-0.628273	-0.507953	-0.307871	
0.239825	0.0646196	-0.0479021	0.250721	0.334603	0.0120134	-0.116321	0.0800712	0.304956	0.383438	0.184271	-0.0177395	0.135912	0.261861	0.0831095	0.0843312	
-0.331676	-0.107365	0.249689	0.317224	0.223968	0.188176	0.091491	-0.134365	-0.263985	-0.199252	-0.113648	-0.20675	-0.402078	-0.384553	-0.204599	-0.223441	

0.371789	0.600582	0.480461	0.325348	0.564368	0.804903	0.877055	1.00357	0.969502	0.74971	0.708278	0.744166	0.688937	0.74462	0.715621	0.407703	
-0.325405	-0.111788	-0.143955	-0.181532	-0.12131	-0.220029	-0.385126	-0.360924	-0.290128	-0.216152	-0.107553	-0.20366	-0.469573	-0.552651	-0.518972	-0.50957	
0.233394	0.0699289	-0.0604157	0.286835	0.40329	0.123217	0.0999665	0.152571	0.0544409	0.247529	0.464829	0.257015	0.149956	0.256106	0.12293	0.0732076	
-0.303636	0.0410507	0.108188	0.242247	0.212043	-0.0786694	-0.121168	-0.012683	-0.188655	-0.316065	-0.23724	-0.212906	-0.105108	-0.0227273	-0.370316	-0.637377	

0.216724	0.158746	0.259206	0.789755	1.14917	0.867158	0.682114	0.933527	0.921089	0.702241	0.680162	0.642085	0.50288	0.486224	0.429038	0.27346	
-0.224087	-0.19311	-0.347356	-0.340565	-0.0156266	0.0184731	-0.326126	-0.429241	-0.234249	-0.0785486	-0.00858142	-0.148881	-0.435765	-0.466628	-0.306891	-0.26159	
0.20348	0.10364	-0.137154	-0.125387	0.305384	0.422487	0.14653	-0.00139165	-0.133912	-0.186128	0.170066	0.348605	0.0311719	0.00672897	0.340493	0.35559	
-0.0348094	0.273859	0.553219	0.458141	0.142914	-0.0545515	-0.173305	-0.240261	-0.0631144	0.167649	0.0183473	-0.289851	-0.287847	-0.0651134	-0.000194559	-0.0807772	

0.393868	0.110885	0.233178	0.688591	0.966311	0.932365	0.878252	0.886782	0.73287	0.441566	0.39041	0.576372	0.68092	0.607255	0.603237	0.613316	
-0.00286192	-0.0251314	0.0537361	-0.157531	-0.161288	0.000391783	-0.129107	-0.09178	0.18343	0.00522614	-0.338511	-0.358319	-0.425912	-0.404676	0.0703745	0.277949	
0.215724	-0.00194335	-0.116521	0.00577522	0.168946	0.161293	-0.0628797	-0.351701	-0.417405	-0.160484	0.164469	0.290482	0.227205	0.14799	0.179628	0.268283	
0.191445	0.0836185	-0.0101183	0.223398	0.184159	0.0442335	0.243175	0.293058	0.129892	0.133815	-0.0774775	-0.423044	-0.165732	0.167341	-0.0545716	-0.0815115	

0.243584	0.26507	0.48876	0.750471	0.884919	1.11024	1.25502	0.923661	0.535059	0.471929	0.479915	0.470806	0.582871	0.557568	0.35625	0.247529	
-0.0992312	-0.115303	-0.177327	-0.109364	-0.066444	-0.108619	0.0155347	0.245669	0.324016	0.309487	0.192604	-0.0831413	-0.250555	-0.188676	-0.16475	-0.170896	
-0.0316094	-0.135767	0.00631883	-0.219368	-0.46077	-0.152192	0.172389	0.0764054	-0.0149483	0.0960004	0.233252	0.358784	0.388047	0.374207	0.469636	0.363572	
0.14945	0.298958	0.0607946	0.0818721	0.253469	0.0265329	-0.156153	0.0587134	0.0972256	-0.116944	-0.114965	0.0103667	0.0931513	0.103071	-0.0796444	-0.168322	

0.375881	0.510448	0.804213	0.961662	0.891059	0.718244	0.789954	0.870952	0.490612	0.17957	0.544843	0.894205	0.716066	0.596419	0.69183	0.553422	
-0.175269	-0.324664	-0.260426	-0.0898483	-0.113567	-0.128694	0.14671	0.33641	0.273556	0.375541	0.552956	0.317531	-0.121652	-0.238587	-0.114929	-0.0571727	
-0.400347	-0.330036	-0.193953	-0.0612636	-0.095499	-0.202061	-0.0310837	0.117617	-0.00640636	0.108344	0.376596	0.230911	0.138473	0.476405	0.460283	-0.0932342	
0.177789	0.158915	0.00645017	-0.106636	-0.0640648	-0.0368453	-0.055624	-0.0254011	-0.101811	-0.315445	-0.394471	-0.361635	-0.350225	-0.249854	-0.0342591	0.112149	

0.35899	0.624578	0.66059	0.431815	0.637472	0.938893	0.754414	0.445977	0.401791	0.52287	0.662217	0.562989	0.342193	0.561783	0.83809	0.569062	
-0.000570093	-0.358388	-0.279591	0.0815574	0.123231	0.0956166	0.119414	-0.03183	-0.0379821	0.198182	0.153837	-0.0415588	-0.0982446	-0.239122	-0.275518	0.0135828	
-0.460152	-0.32436	-0.107484	-0.00616534	0.00370628	0.0263483	0.027396	-0.0271914	0.0274117	0.179506	0.0982119	-0.157421	-0.126605	0.123205	0.070826	-0.280821	
0.00426814	0.12129	0.172396	0.147571	0.0978275	-0.126522	-0.260503	-0.0475942	0.0172468	-0.280819	-0.374677	-0.23109	-0.252872	-0.247963	-0.0707014	0.000663727	

