-0.108977	-0.135835	-0.132605	-0.137879	
-0.0866274	-0.0301952	-0.0191602	-0.0481458	
0.00913307	-0.0155549	-0.0116544	0.0386487	
-0.0265819	-0.00679341	-0.0148905	-0.0554952	

-0.0938778	-0.106482	-0.127841	-0.127882	
-0.1298	-0.0619105	-0.0214968	-0.095841	
-0.0919641	0.0569484	-0.0254696	-0.0764771	
0.0388434	0.0386763	-0.0205957	0.00789968	

-0.0957821	-0.0702246	-0.0567016	-0.0945329	
-0.108791	-0.071258	0.00451927	-0.059337	
-0.0648937	-0.0186103	0.0313163	-0.0207647	
-0.0133911	-0.00553773	-0.0444775	-0.0316921	

-0.133873	-0.0639478	-0.115951	-0.0789404	
-0.00189132	-0.045782	0.00987749	0.0300863	
0.0134918	0.00680923	-0.0382895	-0.00101447	
-0.00879203	0.00769311	0.0355605	-0.0052696	

-0.120066	-0.0884927	-0.0321612	-0.128299	
-0.0158775	0.0259752	0.0123823	-0.0490838	
-0.0287117	0.0310586	-0.016403	-0.0401408	
0.063576	-0.00372333	0.000229572	-0.0296245	

-0.109949	-0.0456377	-0.0624882	-0.0446579	
-0.07911	-0.0820692	-0.0454754	-0.0800912	
-0.0401628	0.0487297	0.0142844	-0.012053	
0.0336267	0.00190477	-0.0253645	0.000378001	

-0.133594	-0.176949	-0.0900813	-0.0972026	
-0.0605739	-0.020218	-0.00802429	-0.000696577	
0.00758904	0.030829	0.0625358	0.0137704	
-0.0345535	-0.0560237	0.0134401	0.0788044	

-0.0633876	-0.120809	-0.125558	-0.0868051	
0.101517	0.0503627	0.0579113	0.0404887	
0.0373451	0.00577231	-0.017968	-0.0688326	
-0.0338339	0.0269559	0.0390809	0.00209372	

-0.162646	-0.153964	-0.154907	-0.113626	
-0.0328997	-0.091804	-0.103147	-0.0391887	
0.000142402	0.0140192	-0.0669555	-0.0752895	
-0.0243477	0.013562	0.0420492	-0.0452671	

-0.136705	-0.150618	-0.144855	-0.178297	
-0.0965407	-0.0640219	-0.00480014	-0.0736547	
-0.0986822	-0.0216791	-0.00676699	-0.0394881	
0.00898276	-0.0353121	-0.0685123	-0.0709548	

-0.107666	-0.163475	-0.105179	-0.119115	
-0.0707254	-0.113614	-0.0877438	-0.0658213	
-0.0233308	-0.0078837	-0.0156598	-0.0162538	
0.0135428	0.00629547	-0.0470779	0.0539941	

-0.103006	-0.068292	-0.0790209	-0.117287	
-0.0637755	-0.120139	-0.0540324	-0.0528782	
-0.0186731	0.0414115	-0.00432931	-0.0257929	
0.0486525	0.0346318	0.00474639	-0.0105621	

-0.0701932	-0.0591229	-0.0523604	-0.160803	
-0.142436	-0.0268065	-0.0283172	-0.0763671	
-0.0152501	0.0332732	0.0120753	-0.0556107	
-0.00617284	0.00664676	-0.0254691	-0.0060708	

-0.0717962	-0.0932741	-0.132312	-0.113683	
-0.0631075	-0.0254566	0.00940901	-0.0949705	
-0.043907	-0.0520304	-0.00737662	0.0413983	
-0.0127118	-0.0167249	-0.0533065	-0.0575525	

-0.103847	-0.158142	-0.107053	-0.160937	
-0.0754289	-0.0714823	-0.0625892	-0.0818958	
0.0218787	0.0181878	-0.00767431	-0.0066122	
0.0496552	0.0457299	-0.0945789	-0.0266943	

-0.16845	-0.0994192	-0.0774059	-0.101022	
-0.0536354	-0.110188	-0.0780598	-0.110825	
0.0562765	0.0966309	0.00627947	0.0180266	
