0.97723	0.985902	0.945026	0.737848	0.87194	0.883429	0.911725	0.849849	0.93635	0.909099	0.822855	0.919893	0.958015	0.915126	0.909491	0.943642	0.91691	0.893343	0.86778	1.00095	0.832021	0.857307	0.843255	0.774231	0.913852	0.962431	0.88058	0.759328	0.951578	0.946165	0.775668	0.839704	0.862012	0.991602	0.92437	1.11239	0.865625	0.761241	1.04625	0.940656	0.95645	0.959884	0.927616	0.869545	0.865879	0.873563	0.899092	0.902758	0.981363	0.969747	0.914465	1.05635	1.04488	0.865245	0.90346	1.01491	1.01543	0.939871	1.05721	1.00166	0.819168	1.07815	0.827032	0.848232	

0.784469	0.907884	0.83185	0.869384	0.841338	1.01695	0.857339	0.994878	1.02717	0.886185	1	0.96047	0.855532	0.999327	0.862551	0.806073	0.926418	0.90171	0.865414	0.946782	0.904047	0.802609	0.84627	1.02793	0.981536	0.985757	0.944623	0.99553	0.883339	0.968842	1.04396	0.97457	0.876302	0.896273	0.886005	1.04937	0.886501	1.03542	0.88577	0.943078	1.00148	0.97289	0.950917	0.939689	0.98342	0.889263	0.943891	0.856819	0.997104	0.826757	0.936697	0.932278	0.839979	1.00188	0.905874	0.897077	0.995473	0.96544	0.834949	0.965722	1.08537	0.979827	0.982558	0.851791	

0.892753	0.766614	0.909745	0.849622	0.931888	0.813659	0.932089	0.920647	0.848618	0.811547	0.861317	0.935439	0.787218	0.804851	0.835087	0.824594	0.874347	0.843167	0.793475	0.909859	0.867463	0.847657	0.946414	0.738656	0.944161	0.923005	0.801904	0.900558	0.923617	0.962238	0.945688	1.01788	0.858601	0.936193	0.80539	0.953824	0.929481	0.875217	0.976476	0.969776	0.847066	0.880012	0.938784	0.853191	1.00877	0.907512	0.962236	0.976455	0.982698	0.933783	0.803807	0.924973	0.967872	0.905484	0.965213	0.890658	0.807864	0.791692	0.953836	0.894185	0.928397	0.920629	0.928302	0.855106	

1.00955	0.91015	0.821648	0.845356	0.922362	0.90305	0.751448	0.853899	0.831365	0.901275	0.800203	0.844137	0.780172	0.795965	0.857482	0.884797	0.748519	0.879378	0.910542	1.0953	0.962326	0.895098	0.87847	0.979892	0.827109	0.917478	0.821287	0.858501	0.94068	0.983535	0.943145	1.00727	0.805771	0.862341	0.927125	0.902034	0.989211	0.836396	0.909308	0.921246	0.816309	0.874745	0.901209	0.904288	0.821417	0.944403	0.756176	0.838936	0.904749	0.88935	0.819812	0.910838	0.92715	0.736878	0.793703	0.791477	0.89515	0.856056	0.851606	0.959053	0.906318	0.946291	0.913873	0.871041	

0.951707	0.882331	0.882046	0.854851	0.936039	0.967997	0.832556	0.976718	0.969856	0.961693	0.898357	0.942723	0.918221	0.816179	0.880713	0.833037	0.969154	0.864793	0.918932	0.939972	0.962085	0.900218	0.740517	0.959292	0.84068	1.03835	0.994357	0.863004	0.860724	0.815523	1.13166	0.91063	0.881783	0.976049	0.846586	1.02091	0.908793	0.922816	1.02658	0.879707	0.79953	0.803575	0.766932	1.04819	0.833283	1.08306	0.774494	0.890163	0.751122	0.806921	0.921567	0.850072	0.985488	0.999649	0.852678	0.964668	0.856984	0.966994	0.926275	1.12567	0.897183	0.785675	0.792978	0.773684	

0.93128	0.97777	0.875137	1.14815	1.05908	0.924515	0.679959	1.04245	0.760171	0.989503	1.12132	1.17489	0.767284	0.797517	0.835762	0.835489	0.792988	0.884655	0.96658	1.04587	1.1883	0.958512	1.01211	1.10756	0.900701	1.08892	0.85355	0.847751	0.798077	1.02718	1.0623	0.715839	0.921113	1.11495	0.817132	1.11988	0.8512	0.88644	0.764543	0.988825	0.812701	0.776004	1.1964	0.932356	0.735426	0.869943	0.919052	1.0116	0.739861	0.883909	0.733909	0.964642	1.06528	1.04081	0.930543	1.06818	1.03842	0.820368	0.839938	0.895606	0.94698	0.651658	0.917372	1.00548	

0.895739	0.823716	1.1258	1.00915	0.880227	0.910847	0.808649	0.861343	0.770655	0.795234	0.822425	0.901871	1.0383	0.819827	0.850538	0.875908	0.834753	0.864378	0.906109	0.813644	0.925116	0.86442	0.920231	0.907811	1.01232	0.799273	0.917783	0.824182	0.760488	0.913415	0.866095	1.0063	0.840323	0.832211	0.881195	0.862125	0.848732	0.746816	0.820261	0.836368	0.889416	0.796467	0.971064	0.829155	0.805811	0.908942	0.80554	0.883966	0.940077	0.837203	0.843924	0.882359	0.859418	0.984004	0.855216	0.865716	0.800927	0.822539	0.916936	0.79217	0.852886	0.847921	0.901955	0.866415	

0.842038	0.780648	0.953503	0.859529	0.948707	0.810605	0.817871	0.951002	0.852516	0.913248	0.872008	0.881485	0.85149	0.840861	0.918437	0.847479	0.851198	0.849779	0.892657	0.808668	0.904981	0.823577	0.87811	0.663717	0.853799	0.940575	0.82432	0.952596	0.938133	1.11768	0.953684	0.85455	0.858947	0.955686	0.824939	0.937359	0.852528	0.719432	0.890958	0.95951	0.896806	0.976323	0.902013	0.940457	0.827704	0.755943	0.790634	0.756965	0.918505	0.956842	0.870518	0.872772	1.05288	0.898702	0.898263	1.04901	0.944814	0.954466	0.945386	0.905921	0.92424	0.918038	0.902334	0.836837	

0.966995	0.985916	0.728259	0.666533	0.916715	0.935396	0.937568	0.965876	0.9399	0.885788	0.931274	0.814033	0.905066	0.874047	0.898576	0.790069	0.762707	0.993783	0.925812	0.932214	1.00707	0.756946	0.752114	0.899007	0.812016	0.814352	1.01714	0.749581	0.897815	0.661146	0.934486	0.804107	0.879728	0.956283	0.919951	0.929205	0.992852	0.707531	0.793734	0.783947	1.05322	0.929661	0.790847	1.06682	0.7687	0.840227	0.861728	0.692701	0.991108	0.782934	0.939169	0.912488	0.895377	0.786809	0.910152	0.971827	0.839007	0.858807	0.912784	0.823475	0.98049	0.986202	0.989737	0.987381	

0.89001	1.02221	0.925655	0.971723	0.982332	0.907318	0.838318	0.818279	0.909716	0.882066	0.921537	0.877442	0.897358	0.878835	0.882729	0.789758	0.927152	0.949216	0.920288	0.880805	0.95122	0.957475	0.942898	1.01002	1.03825	1.08293	0.926551	0.944569	0.994139	0.768858	0.795304	0.718916	0.873978	0.919755	1.08068	1.09853	0.871021	0.900649	1.01334	1.05835	0.845937	0.895444	0.899299	0.867817	0.869365	1.1237	0.954499	1.00139	1.03302	0.965657	0.912592	0.716575	0.790134	0.925336	0.899268	1.00316	0.870167	0.955987	0.809093	0.595912	0.844428	0.843503	0.924502	0.933324	

0.757525	1.0951	1.08649	1.05689	0.741425	0.850208	0.995217	0.864817	0.868899	1.00688	0.978562	1.0498	0.925463	0.964262	1.08028	0.9292	1.03565	0.839715	0.93899	0.823265	0.738319	0.786715	0.862441	0.982352	1.05194	0.864141	0.941502	0.84648	0.849976	0.973331	0.977425	0.86758	0.948441	0.944714	0.956215	1.02941	0.819257	0.825195	0.976001	0.896113	0.946383	1.15344	0.955766	1.02585	0.995672	0.946552	0.954503	0.844171	1.03352	0.90935	0.87749	0.936824	1.04087	1.00557	1.03622	0.922749	0.905194	0.940262	0.972905	0.897489	0.895039	0.932493	0.895616	0.979928	

0.91768	0.865503	0.835078	1.00506	0.805247	0.874285	0.821808	0.86997	0.937679	0.857202	0.845926	0.98681	0.925735	0.927538	0.892886	0.838789	0.8179	0.949287	0.994858	0.871341	0.873995	0.93048	0.876081	1.01255	0.757949	0.960588	0.910034	0.958597	0.87864	0.955568	1.04825	0.941911	0.871724	0.935204	0.90277	0.951568	0.902411	0.906199	0.952185	1.03875	0.91525	0.923256	1.01388	0.89896	0.842333	0.92699	0.894341	0.885862	0.82065	1.00642	0.95941	1.02304	0.954164	0.869726	0.888742	1.0126	0.812124	0.846631	0.963602	0.956067	0.915429	0.912142	1.01668	0.836505	

0.944836	1.01937	0.870141	0.913462	0.836872	0.9378	0.884358	0.953947	0.999651	0.958276	0.921981	0.812904	0.805458	0.927467	0.844666	0.827105	0.860527	0.961836	1.09601	0.91246	0.802468	0.889029	0.827666	0.750042	0.93347	0.779749	0.935923	0.740356	0.829768	0.747146	0.826935	0.942094	0.889263	0.800865	0.971009	1.00462	0.923017	0.811903	0.882926	0.858763	0.839456	0.934348	0.967148	0.929961	0.749762	0.874326	0.805944	0.7632	0.91342	0.828161	0.933999	0.778977	0.716022	0.917271	0.940214	0.90605	1.01394	0.923979	0.849641	0.847951	0.708178	0.916523	0.764737	0.835826	

0.926717	1.00088	0.757687	0.833946	0.839645	0.830527	0.867202	0.835865	0.939362	0.853741	0.854094	0.837167	0.820121	0.927865	0.820174	0.902505	0.866885	0.861835	0.84793	0.754404	0.759252	0.910905	0.993563	0.945953	0.786648	0.926337	0.996956	0.961021	1.0619	0.976569	1.10778	0.917865	0.935815	0.893534	0.935826	0.761	0.872038	0.938273	1.02822	0.914603	0.823884	0.970813	0.949574	0.860594	0.949651	0.885312	0.928523	0.969077	0.867174	0.911258	0.897584	0.899229	0.915577	0.786532	0.881789	0.915367	0.850426	0.938036	0.893174	0.985289	1.03176	0.941252	0.872277	0.898569	

