corr
2.01614
0.239266
0.163979
0.0725335
0.0391254
0.0227154
0.0134121
0.00825988
0.0041771
0.00209891
0.0014777
0.000559751
0.000331902
0.000124301
-3.75933e-05
-0.000223441
-0.000333095
-0.000455784
-0.000710655
-0.00159046
-0.0023526
-0.00299645
-0.00558155
-0.00844915
-0.0144613
-0.020054
-0.0395889
-0.0507001
-0.0811393
-0.0506069
-0.321629
-0.323658
3.27793
1.20846
0.639683
0.467854
0.212615
0.0830853
0.0481576
0.0327106
0.0209426
0.0157108
0.00886967
0.00413639
0.00380024
0.00195476
0.000388389
0.0005067
0.000289482
-0.000183654
-0.00063444
-0.00128046
-0.00220371
-0.00501295
-0.00839674
-0.0140993
-0.0189146
-0.0405232
-0.0490185
-0.124771
-0.237433
-0.602593
-0.827971
-1.13565
2.09924
0.867913
0.664685
0.426639
0.324535
0.207767
0.131886
0.0737136
0.0550709
0.0261985
0.0160836
0.0109493
0.00525313
0.00359103
0.00168166
0.00074572
-5.57745e-05
-0.000869422
-0.00181954
-0.00308053
-0.00387663
-0.00728006
-0.0106715
-0.0198992
-0.018666
-0.029706
-0.0524693
-0.0734139
-0.134013
-0.234953
-0.308821
-0.681367
1.73968
0.257878
0.152949
0.144611
0.0672999
0.02673
0.0282767
0.0202802
0.0126878
0.0105598
0.00812166
0.00518704
0.00243215
0.00199673
0.00127781
0.000432191
-0.000109854
-0.000531452
-0.00063461
-0.00132367
-0.00213024
-0.00469609
-0.00959225
-0.0140071
-0.0240241
-0.048959
-0.0677608
-0.11167
-0.172057
-0.304155
-0.364385
-0.604913
2.83532
1.01421
0.534995
0.312958
0.201138
0.119601
0.0513996
0.0250251
0.011335
0.009184
0.00669669
0.00376881
0.00265964
0.0015653
0.000724478
0.000117967
-0.000217909
-0.000470846
-0.000796735
-0.00147371
-0.00323366
-0.00603159
-0.00806638
-0.0132811
-0.0162536
-0.0300354
-0.0423884
-0.0686686
-0.128534
-0.25436
-0.460431
-1.00223
3.14288
0.825092
0.967857
0.59304
0.38029
0.261436
0.160984
0.0911911
0.0470216
0.0379
0.0254745
0.0170223
0.00995835
0.00575558
0.00430523
0.00231262
0.00141984
0.00067352
7.50197e-05
-0.000324737
-0.000821403
-0.00202327
-0.00371161
-0.00827305
-0.0141713
-0.025321
-0.0401883
-0.0571775
-0.0589554
-0.12769
-0.237062
-0.587254
2.88587
0.874268
0.582445
0.507747
0.219105
0.139738
0.0411935
0.037018
0.0174827
0.0161854
0.0119392
0.00837839
0.00548724
0.00413691
0.00233718
0.00136414
0.000844396
0.000593143
0.000104718
-8.33551e-05
-0.000439382
-0.00103813
-0.00193821
-0.00550984
-0.00922865
-0.0168124
-0.0359272
-0.0468146
-0.0822218
-0.152194
-0.217395
-0.649392
3.03763
0.99761
0.414179
0.173686
0.0723569
0.0409081
0.0240916
0.0145856
0.00549347
0.00449613
0.00402295
0.00239202
0.00132832
0.000857819
0.000625045
0.000186889
-0.000370765
-0.000877953
-0.00181166
-0.00324473
-0.00509719
-0.00697355
-0.011002
-0.0182241
-0.0315876
-0.0456719
-0.0662038
-0.111019
-0.135818
-0.296735
-0.679107
-1.14867
2.85165
1.42209
1.15572
0.549531
0.292128
0.225976
0.136836
0.0911779
0.0448993
0.0175152
0.00467836
0.00137873
0.00280687
0.00255631
0.00159288
0.00121074
0.000873339
-2.04027e-05
-0.000546057
-0.00146011
-0.00317288
-0.00434849
-0.00604957
-0.00785439
-0.0133237
-0.0173751
-0.0239251
-0.0452513
-0.100374
-0.258883
-0.421382
-0.586518
2.2418
0.855827
0.567483
0.310386
0.154205
0.105458
0.0618824
0.0323531
0.0161681
0.00793665
0.0049093
0.00249461
0.00148105
0.00106719
0.000530762
0.000155944
-0.000287515
-0.000934608
-0.00164515
-0.00295792
-0.00552871
-0.00831899
-0.0105273
-0.0164804
-0.0200195
-0.0352859
