tr,trp1,trp2,trp3,sigma,pi1,pi2,pi3,phi
-0.588732,0.00712498,-0.0147385,-0.0021443,2.12983,-0.0312584,0.055892,0.0118908,2.13082
-0.586183,0.00625703,-0.0160047,-0.00347499,2.12006,-0.025432,0.0654388,0.013425,2.12127
-0.590211,0.0064912,-0.0159925,-0.00447006,2.12943,-0.0282921,0.0682868,0.0125734,2.13075
-0.591913,0.00977124,-0.0166933,0.000450323,2.1326,-0.04071,0.068272,-0.00120976,2.13409
-0.589043,0.00637774,-0.0167447,0.00251414,2.13157,-0.0228762,0.0687365,-0.0121911,2.13284
-0.578506,0.00480077,-0.015585,0.00174215,2.12722,-0.0132518,0.0655253,-0.00922009,2.12829
-0.588617,0.00180897,-0.011466,0.00395591,2.12883,-0.00523029,0.0518782,-0.0171638,2.12954
-0.586375,0.00117384,-0.0128543,0.000631162,2.13422,-0.00586736,0.0565854,-0.00917926,2.135
-0.588126,0.00219119,-0.00887821,0.00170616,2.1372,-0.00620503,0.0413328,-0.00950325,2.13763
-0.585936,-0.00145078,-0.0107887,0.00297396,2.13676,0.00144279,0.0458853,-0.0143486,2.1373
-0.589061,0.0014612,-0.00768851,0.00595085,2.14277,-0.00944449,0.0323376,-0.0232494,2.14316
-0.58619,0.00175969,-0.00671824,0.00331547,2.14349,-0.00578721,0.0286585,-0.0166379,2.14375
-0.588409,0.000754193,-0.0048506,0.00400081,2.14199,-0.00706291,0.0296896,-0.0137736,2.14225
-0.588364,0.00573872,-0.00689384,0.00258749,2.14331,-0.0159449,0.0285521,-0.0140222,2.14361
-0.587918,0.00417543,-0.0044943,0.00312866,2.1382,-0.0185534,0.022618,-0.0156849,2.13846
-0.584093,0.00082761,-0.00419041,0.00435611,2.13065,-0.00404234,0.0228198,-0.0211262,2.13088
-0.584252,-0.0010532,-0.00516501,0.0045798,2.13478,0.00255546,0.0208922,-0.0195136,2.13497
-0.591488,-0.00214695,-0.000636549,0.00436148,2.13223,0.00563081,0.0101668,-0.0160535,2.13232
-0.589076,0.000822822,-0.00422968,0.00578622,2.13643,-0.00107162,0.0176964,-0.0238949,2.13664
-0.580059,9.78685e-05,-0.00574211,0.00694747,2.13766,0.00352344,0.0243993,-0.0266142,2.13797
-0.595415,0.00072398,-0.00515095,0.00390885,2.13924,-0.00133013,0.0170512,-0.0150862,2.13937
-0.584779,-0.000595706,-0.00398763,0.00332212,2.14199,-0.00320209,0.0167429,-0.0148394,2.1421
-0.570926,0.00368309,-0.00587813,0.00205354,2.14141,-0.0111982,0.0237812,-0.00633957,2.14158
-0.584911,-0.000357137,-0.00604496,0.00334651,2.14533,-0.00298008,0.0257032,-0.00799939,2.14551
-0.588405,0.00173358,-0.006957,0.00339072,2.13683,-0.00735534,0.0261863,-0.0145407,2.13705
-0.587993,-0.000559914,-0.00446466,0.00262272,2.13981,0.00487503,0.0182989,-0.0108661,2.13992
-0.579952,0.00116722,-0.00647196,0.00259841,2.14242,-0.00173585,0.0232123,-0.0132578,2.14259
-0.581327,-0.00179685,-0.00509248,0.00179403,2.13672,0.00725961,0.0173392,-0.00955115,2.13682
-0.595992,-0.00225688,-0.00572944,0.00271787,2.13267,0.0146384,0.0233429,-0.0101566,2.13287
-0.585131,-0.00336591,-0.00289802,0.00400689,2.13301,0.0119513,0.0129735,-0.0151984,2.13314
-0.584024,-0.00213058,-0.00485085,0.00501804,2.12949,0.00832743,0.0178926,-0.0215851,2.12969
-0.58389,0.000244158,-0.00378144,0.00656099,2.13303,0.00338266,0.0138653,-0.0255043,2.13323
-0.581521,-0.00327105,-0.00244229,0.0085165,2.13053,0.00708268,0.0136267,-0.0306323,2.13081
-0.576009,-0.00493378,-4.03614e-05,0.00347464,2.1285,0.0240992,0.00456084,-0.0139668,2.12869
-0.580963,-0.0057967,-3.87348e-05,0.00532581,2.11834,0.0213009,-0.00381746,-0.0198191,2.11854
-0.5907,-0.00418341,0.000768542,0.00419544,2.12453,0.0179155,-0.00766797,-0.0203032,2.12471
-0.583044,-0.000116679,0.000283813,0.00378906,2.13648,0.00398176,-0.0042697,-0.0158307,2.13655
-0.586868,-0.00126709,0.000919953,0.00647203,2.13234,0.00137103,-0.00682715,-0.0263286,2.13251
-0.585057,-0.000337437,0.00180604,0.00716769,2.13133,0.00127906,-0.00576402,-0.031029,2.13157
-0.586155,-0.00549774,-0.000614342,0.00920176,2.12987,0.0232939,0.000965816,-0.0409969,2.13039
-0.580089,-0.00357798,-0.000519322,0.0090492,2.13447,0.0153255,-0.0033079,-0.0348225,2.13481
-0.582471,-0.00272495,0.0010791,0.00480561,2.12722,0.0119744,-0.00588524,-0.026623,2.12743
-0.580674,-0.000698084,0.00337009,0.0048283,2.13647,0.00247222,-0.012029,-0.0240633,2.13664
-0.592954,-0.0011099,0.00416226,0.00544006,2.12904,0.00779868,-0.0157589,-0.0208218,2.12921
-0.585545,-0.00193721,0.00242698,0.00443801,2.1259,0.00950873,-0.0144215,-0.0188428,2.12605
-0.586546,0.00102892,0.00168515,0.0064186,2.13156,0.00185443,-0.00590404,-0.028818,2.13176
-0.59239,-0.00111689,0.00257533,0.00965925,2.13395,0.00284584,-0.0128542,-0.0387637,2.13434
-0.572649,0.00102437,0.00359749,0.00954124,2.13711,-0.00393905,-0.0137414,-0.0384439,2.13751
-0.588598,-0.00077471,0.00613581,0.00671959,2.13916,0.00272831,-0.0267343,-0.0286637,2.13953
-0.592247,-1.78449e-05,0.00775126,0.00548813,2.13277,0.00195309,-0.0358338,-0.0221394,2.13319
-0.588661,-0.00250617,0.00775974,0.00616148,2.12962,0.0076664,-0.0332685,-0.0296232,2.1301
-0.59243,-0.00200044,0.00907638,0.00623902,2.13548,0.00344498,-0.0353465,-0.027146,2.13595
-0.576618,-0.00130149,0.00657546,0.00771954,2.14055,0.00794823,-0.0257344,-0.0316153,2.14095
-0.586539,-0.00127079,0.00572281,0.00842817,2.14613,0.00823502,-0.0309935,-0.0367656,2.14669
-0.579748,-0.00239598,0.00310853,0.0126024,2.13267,0.0139884,-0.0152701,-0.0547159,2.13348
-0.584051,-0.00411425,0.00459944,0.0138081,2.13626,0.0137156,-0.0169475,-0.0560212,2.13711
-0.594755,-0.00209925,0.000204588,0.012736,2.13659,0.0128685,-0.00780773,-0.0522512,2.13728
-0.584652,-0.00624248,0.00326605,0.0132046,2.12923,0.0291834,-0.0148145,-0.053506,2.13015
-0.59243,-0.00406468,0.00716949,0.0146259,2.12091,0.01815,-0.0220416,-0.0572835,2.12187
-0.591129,-0.00310064,0.00785033,0.0103251,2.13931,0.014613,-0.0339923,-0.036427,2.13994
-0.583817,0.000157389,0.00878594,0.00885255,2.14209,0.00530435,-0.0345512,-0.0375184,2.14271
-0.599194,-4.99308e-05,0.00810555,0.00918813,2.14403,0.00529924,-0.0414569,-0.0379988,2.14477
-0.589681,-0.000673549,0.0112295,0.00841112,2.1319,0.00589795,-0.0446146,-0.0372177,2.1327
-0.587818,-0.00262227,0.00898489,0.00506436,2.12911,0.0103382,-0.0402083,-0.0282895,2.1297
-0.578047,3.85407e-05,0.0102169,0.00665881,2.13317,0.00157888,-0.0433169,-0.0305147,2.13383
-0.586072,-0.00352307,0.00806473,0.00733605,2.12815,0.00738406,-0.0354083,-0.0297746,2.12867
-0.575547,-0.00262581,0.00677695,0.00629999,2.1316,0.0154814,-0.0309495,-0.028476,2.13207
-0.597569,-0.00380525,0.00842548,0.00713296,2.1318,0.0153102,-0.0331114,-0.0271978,2.13228
-0.585756,-0.00446431,0.00712397,0.00837215,2.13025,0.0119253,-0.0301207,-0.0388428,2.13085
-0.587475,-0.00348077,0.00786032,0.00851291,2.123,0.0115045,-0.0335595,-0.036721,2.12361
-0.586099,-0.00258635,0.00846565,0.00574682,2.12941,0.0161886,-0.0366715,-0.024532,2.12993
-0.579027,-0.000355974,0.00979791,0.00693873,2.13329,-0.00126409,-0.0405499,-0.0271327,2.13385
-0.585375,-0.0016243,0.00835532,0.00389191,2.13164,0.00269035,-0.0388566,-0.015788,2.13205
-0.580979,-0.000847297,0.0125437,0.00251953,2.13272,0.00777725,-0.0543275,-0.0102346,2.13345
-0.586991,-0.00069573,0.0145335,0.00357345,2.13626,0.00520074,-0.0727595,-0.0152427,2.13756
-0.581824,-0.000753247,0.0144958,0.00565597,2.13748,0.00709746,-0.0639852,-0.0175125,2.13853
-0.592894,-0.000567939,0.0131341,0.0022984,2.13688,0.0049674,-0.0531404,-0.00979265,2.13756
-0.594464,-0.00102334,0.0126176,-2.92745e-06,2.13099,0.00148579,-0.0532197,-0.00522342,2.13167
-0.584254,-0.000129902,0.0120955,0.000117355,2.1268,-0.00314309,-0.057834,0.00216512,2.12759
-0.587304,0.00138201,0.0132898,-0.00191012,2.12987,-0.00427,-0.056756,0.0035618,2.13063
-0.594057,0.000709216,0.0126127,0.00216342,2.13398,-0.00528073,-0.0528406,-0.00831035,2.13465
-0.579562,-0.000608836,0.00961034,0.000213994,2.13275,0.00354199,-0.0361951,0.00146601,2.13306
-0.581888,-7.11643e-05,0.00513025,-0.00118102,2.12961,0.00512943,-0.0250308,0.00186817,2.12976
-0.584673,0.00226661,0.00756907,-0.00370353,2.13741,-0.0117447,-0.0298852,0.0181998,2.13772
-0.583944,0.0025822,0.0027416,-0.00640898,2.13637,-0.0149602,-0.0143031,0.0217268,2.13658
-0.591232,0.00269619,0.00318573,-0.00117938,2.14102,-0.00680921,-0.0140417,0.00333211,2.14108
-0.593679,0.00588312,0.00201399,0.00414365,2.14404,-0.0219513,-0.0154444,-0.0214495,2.14431
-0.586558,0.002272,0.00250542,0.00375075,2.13107,-0.013103,-0.0125596,-0.0119384,2.13118
-0.594146,0.00525515,0.000221572,0.00336715,2.13102,-0.0157388,0.00342536,-0.0176598,2.13116
-0.591895,0.000835523,-0.00204294,0.00621659,2.13153,-0.0028957,0.0108312,-0.0207315,2.13166
-0.586281,1.28963e-05,-0.00116264,0.00635725,2.13792,-0.0020104,0.00889898,-0.0194684,2.13803
-0.588962,0.00276013,6.05094e-05,0.000361112,2.14176,-0.00828672,0.000711473,-0.00402885,2.14178
-0.587649,-0.00170905,-0.00116493,-0.00261529,2.13212,0.00355819,-0.00399005,0.00947462,2.13215
-0.597544,-0.000191985,0.00406952,-0.00126705,2.14049,0.00721904,-0.0132424,0.00647082,2.14055
-0.587843,-0.00291226,0.00443118,0.000961011,2.14462,0.00691146,-0.0177825,-0.00231564,2.1447
-0.586963,0.000680649,0.00738873,0.00231675,2.13128,-0.000683179,-0.0259508,-0.00972537,2.13146
-0.585338,0.00370027,0.00827866,0.00285548,2.12612,-0.0134997,-0.0317013,-0.0141951,2.12644
-0.58953,0.00387751,0.00952191,0.00192295,2.13114,-0.0188529,-0.0407664,-0.00637938,2.13162
-0.585765,0.00355383,0.0108857,0.00323736,2.13466,-0.0145165,-0.0409684,-0.00885632,2.13512
-0.584364,0.0025095,0.0133721,0.000221077,2.14511,-0.00951521,-0.0534494,-0.00207393,2.1458
-0.584349,0.00568293,0.0135156,0.00109731,2.138,-0.0264033,-0.0563119,-0.00844541,2.13892
-0.584162,0.00157037,0.012841,0.00140757,2.13616,-0.0108061,-0.0534956,-0.00583553,2.13686
-0.587479,-0.0003447,0.0157697,0.00361495,2.12117,-0.00341343,-0.056527,-0.0165367,2.12199
-0.586738,0.00345265,0.0106445,-0.000532575,2.13455,-0.0122267,-0.0446368,-0.00309144,2.13505
-0.593004,0.00514391,0.0118647,0.00482733,2.12761,-0.0208675,-0.0480801,-0.0193103,2.12835
-0.585351,0.00558449,0.00955786,0.00478879,2.13016,-0.0215963,-0.0380495,-0.016245,2.13068
-0.589564,0.0032875,0.00907757,0.00287918,2.13396,-0.0171366,-0.0439364,-0.0155925,2.13453
-0.59573,0.00217662,0.00997283,0.00808669,2.13414,-0.0116507,-0.0404532,-0.0311229,2.13479
-0.591976,0.00237631,0.0113923,0.00725784,2.13591,-0.0109687,-0.0518823,-0.0294824,2.13677
-0.58359,0.00148017,0.00917837,0.00952285,2.14208,-0.00314783,-0.0423641,-0.0329374,2.14275
-0.587755,0.00469578,0.00766861,0.00699511,2.13508,-0.014713,-0.0322359,-0.0273161,2.13555
-0.587422,0.00199773,0.00899144,0.00558542,2.1303,-0.00807956,-0.029419,-0.0214554,2.13062
-0.590642,0.00144429,0.00673868,0.00430639,2.13644,-0.00847649,-0.0311044,-0.0167119,2.13675
-0.584652,0.00485184,0.00693444,0.00295784,2.13923,-0.014604,-0.0331091,-0.0121111,2.13957
-0.592962,0.00325347,0.00726015,0.00338302,2.14116,-0.011084,-0.0318657,-0.00937295,2.14145
-0.586659,0.00386259,0.00767646,0.00206908,2.13396,-0.01398,-0.0299689,-0.00822975,2.13423
-0.590189,0.00290344,0.00823925,-0.000800443,2.1254,-0.0154762,-0.0316608,-0.00289674,2.12569
-0.589915,0.00231734,0.00675922,-0.0011023,2.13337,-0.00641373,-0.0256494,0.00729424,2.13354
-0.584437,-0.000240986,0.0065721,-0.00166512,2.13096,-0.00270514,-0.032345,0.00624702,2.13122
-0.5892,0.00185619,0.00360583,-0.000910431,2.1315,-0.00527016,-0.0177975,0.00748879,2.13159
-0.585309,0.000223407,0.00486125,-0.00305607,2.1248,0.00120717,-0.0194416,0.00739348,2.1249
-0.581211,0.000847656,0.00405339,-0.00155542,2.12729,-0.00243182,-0.0172924,0.00387025,2.12737
-0.59002,-0.00018357,0.00173429,-0.0035548,2.13273,0.0045014,-0.00716244,0.0146874,2.1328
-0.584908,-0.00186327,0.00275357,-0.00520796,2.13038,0.00168395,-0.0103603,0.0185032,2.13049
-0.583559,0.000937867,6.64043e-05,-0.00253358,2.13688,-0.0084507,-0.00345088,0.00647143,2.13691
-0.586235,0.00319232,-0.00133468,-0.000651344,2.12583,-0.0171333,0.00421091,0.00876755,2.12592
-0.587774,0.00655923,-0.000267108,0.00340956,2.12373,-0.024158,0.00201054,-0.00784012,2.12389
-0.584816,0.00707524,-0.00131991,0.00402445,2.138,-0.0280962,0.00341829,-0.0159998,2.13825
-0.583188,0.0105104,0.000106679,0.00258093,2.12667,-0.0465669,0.000488973,-0.0142047,2.12723
-0.588314,0.011045,-0.00198239,0.00187497,2.13376,-0.0504539,0.00536379,-0.00787514,2.13438
-0.58314,0.0136167,-0.00035203,0.000840578,2.13006,-0.0598151,-0.00169966,-0.0032559,2.13091
-0.583985,0.0155117,-0.000208,0.00276816,2.12553,-0.0682383,-0.00493264,-0.0109811,2.12666
-0.578336,0.0176118,-0.000536151,0.00333638,2.13182,-0.0726548,0.00171871,-0.0158089,2.13312
-0.598839,0.0182453,-0.00349231,0.00237249,2.12783,-0.0757425,0.0178084,-0.00689188,2.12927
-0.581522,0.0202322,-0.0059906,0.00231124,2.12786,-0.0892371,0.0262856,-0.0143136,2.12994
-0.583323,0.0203042,-0.00532226,0.00583391,2.12577,-0.0841791,0.0230911,-0.0218222,2.12768
-0.595704,0.020849,-0.00595487,0.00361363,2.13659,-0.0928146,0.0205702,-0.0212703,2.13881
-0.598531,0.0206195,-0.00117721,0.000536125,2.12768,-0.0833248,0.0082237,-0.00923006,2.12935
-0.581215,0.0220701,-0.00586264,5.62706e-06,2.13049,-0.0901397,0.0243258,0.000243213,2.13254
-0.58675,0.0193697,-0.0024011,-0.000799825,2.12581,-0.0803432,0.00750358,0.00101655,2.12734
-0.590638,0.0187415,-0.00260624,-0.00235109,2.13594,-0.0791812,0.00813336,0.00490097,2.13743
-0.586221,0.015307,-0.0013554,-0.000896521,2.12777,-0.0617473,0.00782546,0.00590683,2.12869
-0.588538,0.0123591,-0.00181241,-0.00251191,2.13013,-0.0508231,0.00760327,0.00711372,2.13076
-0.579963,0.0109545,-0.00142874,-0.00103109,2.13147,-0.0465204,-0.00105894,0.00295272,2.13198
-0.583068,0.0126545,0.0013462,-0.00226288,2.12442,-0.0559775,-0.00270658,0.00904394,2.12518
-0.582447,0.0106423,0.00106569,-0.00461752,2.12425,-0.0511686,-0.00910558,0.0205709,2.12499
-0.585804,0.00881224,-0.00310041,-0.00510749,2.12916,-0.0419193,0.00612691,0.022126,2.12969
-0.592595,0.00946232,-0.00111345,-0.00608664,2.13726,-0.043307,0.00246468,0.0188366,2.13778
-0.581085,0.0122743,-0.00144972,-0.00170036,2.13764,-0.0521528,0.0074087,0.00565526,2.1383
-0.589318,0.0112413,-0.000207751,-0.00151286,2.13281,-0.0489064,-0.000796696,0.00578793,2.13338
-0.591975,0.00932912,-0.000780766,-0.001291,2.13164,-0.0429154,0.00675162,-0.00144169,2.13208
-0.58471,0.00984074,-0.00140469,0.00146578,2.1341,-0.0410447,0.00234799,-0.00356102,2.13449
-0.601237,0.00773307,-0.00201151,0.00178113,2.13352,-0.0336794,0.00557305,-0.00858131,2.13382
-0.586707,0.00687188,0.00136521,-0.000251201,2.1337,-0.0312547,0.000754088,0.00122893,2.13393
-0.582981,0.00807476,-0.00308982,-0.0018611,2.13315,-0.0334555,0.0100162,0.005527,2.13344
-0.590763,0.00731947,-0.000140292,-0.000323198,2.13732,-0.0243081,0.00311104,-0.000650905,2.13746
-0.584524,0.00552832,0.000419602,6.78017e-05,2.14079,-0.021109,-0.00385554,0.00714189,2.14091
-0.598086,0.0027738,-0.00134358,0.00237846,2.13429,-0.0148151,0.00393741,-0.00882692,2.13436
-0.5847,0.00229923,-0.0014367,0.00318155,2.13715,-0.00298778,0.0043671,-0.00652651,2.13716
-0.591251,-0.00104703,-0.00317243,-0.00143319,2.13358,0.000543842,0.0114903,0.00450218,2.13362
-0.586046,0.00341503,-0.00231748,0.00331773,2.13492,-0.00876267,0.00870092,-0.0152985,2.13502
-0.584723,0.00377914,-0.00238655,0.00266733,2.1309,-0.0144765,0.0115795,-0.00883513,2.131
-0.583965,0.00590474,-0.00155668,-0.000300815,2.14138,-0.0192312,-0.00184394,-0.00345163,2.14147
-0.596808,0.0069729,-0.00191769,0.00174362,2.132,-0.0211662,0.00595493,-0.00634967,2.13212
-0.586019,0.00479431,-0.00473872,0.00164866,2.12763,-0.025901,0.0175717,-0.00767485,2.12788
-0.587077,0.00775749,-0.00462034,0.00219883,2.13515,-0.02923,0.0200401,-0.00596091,2.13546
-0.59314,0.00553883,-0.00511945,0.000749425,2.13181,-0.0221011,0.0186022,-0.0104271,2.13203
-0.583195,0.00186861,-0.00509701,0.00372322,2.1395,-0.00956686,0.0176125,-0.0152483,2.13965
-0.590534,0.00100148,-0.00153121,0.00619789,2.13423,-0.00145171,0.00715043,-0.0243748,2.13438
-0.585793,-0.00197162,0.000523656,0.00272942,2.13165,0.00835402,-0.00294077,-0.0159102,2.13172
-0.587087,0.000921137,5.67267e-05,0.0053607,2.12896,-0.00694261,-0.00202234,-0.0260275,2.12914
-0.58023,0.00225606,0.000170636,0.00502651,2.13127,-0.0067097,-0.00675479,-0.021792,2.1314
-0.582443,0.00234474,0.000225029,0.00361726,2.12968,-0.00625428,-0.000586848,-0.0134529,2.12973
-0.587232,0.00113138,-0.000319138,-0.000543179,2.13348,-0.00433978,0.00251889,0.0008865,2.13349
-0.587715,-0.000150189,0.000682186,-0.000499085,2.1403,-0.000546046,-0.00521257,0.00312938,2.14031
-0.587277,-0.00191721,0.0049389,-0.000471638,2.1422,0.00894755,-0.020409,0.00551235,2.14232
-0.579523,0.00019662,0.00478067,0.000375223,2.13659,-7.90967e-05,-0.0243834,-0.00492726,2.13674
-0.586831,-1.86091e-05,0.00833516,0.000648904,2.13997,-0.00471885,-0.0277107,-0.00499196,2.14016
-0.596263,0.00161306,0.00869169,0.00297623,2.13922,-0.00371285,-0.0326449,-0.0114677,2.1395
-0.590641,-0.000969032,0.0041625,0.00112725,2.13458,0.00235414,-0.0180176,-0.0074013,2.13467
-0.586796,-0.00073474,0.00681969,0.00151544,2.1313,0.00297853,-0.0306275,-0.0104513,2.13154
-0.586038,-0.00325652,0.00597933,-0.000846174,2.13521,0.00982324,-0.0267317,0.00195368,2.1354
-0.585681,-0.000364233,0.00652177,0.00166738,2.13398,0.00568424,-0.0267109,-0.00992586,2.13417
-0.582373,-0.000730589,0.00506571,0.000905972,2.13606,0.000355555,-0.0267597,0.000936695,2.13623
-0.599084,0.000198291,0.00634885,-0.00388872,2.13483,-0.00313959,-0.0256045,0.010753,2.13501
-0.580151,0.00132266,0.00921545,-0.00579688,2.13866,-0.00883559,-0.0346559,0.0264534,2.13912
-0.592038,0.00138528,0.00964407,-0.00636811,2.1394,-0.00111599,-0.0371151,0.0284414,2.13991
-0.583304,-0.00154915,0.00305685,-0.0040886,2.13401,0.00217985,-0.0179254,0.02179,2.1342
-0.589751,-0.00283791,0.00142471,-0.00679317,2.13345,0.0131114,-0.00765479,0.0271516,2.13368
-0.59281,-0.00562136,0.00307371,-0.0054274,2.12986,0.0183826,-0.00953727,0.0243477,2.1301
-0.583744,-0.00670472,0.00250107,-0.00330495,2.13579,0.0277854,-0.0129524,0.0193299,2.13609
-0.584182,-0.00314841,0.000399202,-0.00479109,2.1357,0.0164489,-0.000284566,0.0174774,2.13584
-0.586219,-0.00159005,0.000151739,-0.00243482,2.13926,0.00753828,0.00403024,0.0100962,2.1393
-0.587711,-0.000493838,-0.00252054,-0.000395818,2.13599,-0.000333201,0.0115752,0.00536422,2.13603
-0.586275,-0.00136037,-0.00269218,-0.0045652,2.13877,0.00524094,0.0148706,0.0171263,2.13889
-0.586964,-0.00286611,-0.000504648,-0.00385043,2.14129,0.0143511,0.00131487,0.00993208,2.14136
-0.579435,-0.00397991,0.000269804,-0.00310271,2.14039,0.0122824,0.00336041,0.0134679,2.14047
-0.589213,-0.00382985,0.00300541,-0.00313942,2.14468,0.0144897,-0.010972,0.0123482,2.14479
-0.587758,0.00109491,0.0018875,-0.00264221,2.14733,-0.000857124,-0.00816009,0.010311,2.14737
-0.589404,0.00207376,0.0018851,-0.00408978,2.13637,-0.0120438,-0.00661903,0.0143062,2.13646
