tr,trp1,trp2,trp3,sigma,pi1,pi2,pi3,phi
-0.571065,0.000566287,-0.017036,0.00526674,2.39468,-0.000956416,0.0751055,-0.0228091,2.39597
-0.57876,-0.0025606,-0.0172517,0.00577586,2.3829,0.00615322,0.079213,-0.0208076,2.38431
-0.573418,-0.00191702,-0.0180518,0.00623924,2.38869,0.0135174,0.084245,-0.0275179,2.39037
-0.575519,-0.00361011,-0.0190205,0.00411532,2.39354,0.0225115,0.0894772,-0.0179235,2.39539
-0.577668,-0.00407636,-0.0184893,0.00375373,2.38775,0.0218669,0.0876305,-0.0212348,2.38956
-0.574145,-0.00409525,-0.0191338,0.00721803,2.38802,0.0172414,0.0927614,-0.0328971,2.39011
-0.572486,-0.00228241,-0.0210295,0.00701354,2.38852,0.0109905,0.0979733,-0.0323581,2.39077
-0.571097,-0.00211065,-0.0237653,0.00588245,2.39236,0.0133298,0.106128,-0.0338784,2.39499
-0.578991,-0.00208775,-0.0213201,0.0072845,2.39288,0.00952616,0.100622,-0.0323522,2.39523
-0.576672,-0.000680265,-0.0212571,0.00588661,2.38961,0.0062708,0.099495,-0.0211193,2.39179
-0.578902,0.00224714,-0.0191491,0.00331665,2.39886,-0.0083815,0.0870393,-0.0185581,2.40052
-0.567549,0.00413758,-0.0189124,0.00671201,2.3986,-0.0186789,0.0830466,-0.0285152,2.40028
-0.572003,0.00242829,-0.0143058,0.0056142,2.39804,-0.0033326,0.0722161,-0.0291904,2.39931
-0.572292,0.000733421,-0.0189578,0.00657472,2.4038,-0.000495337,0.085534,-0.0315282,2.40553
-0.577539,-0.000278017,-0.0169601,0.00723668,2.40299,-0.00117048,0.0797286,-0.0371603,2.4046
-0.57458,0.00162491,-0.0181408,0.0126969,2.40346,-0.00343653,0.0792373,-0.0609966,2.40554
-0.578963,-0.00181083,-0.017001,0.0133992,2.40593,0.0131908,0.0775568,-0.0649571,2.40809
-0.571714,-0.0029615,-0.0142971,0.0118391,2.39608,0.00997767,0.0627642,-0.0538781,2.39753
-0.570025,-0.00185411,-0.0135265,0.00998611,2.39875,0.00702004,0.0648169,-0.0512045,2.40019
-0.563956,-0.00171347,-0.0124365,0.0108821,2.3954,0.00551711,0.0555434,-0.0504813,2.39658
-0.57313,-0.00132001,-0.0112192,0.0136478,2.39608,0.00408641,0.053496,-0.0662037,2.39759
-0.578902,-0.00249601,-0.0115481,0.0146102,2.40154,0.0122754,0.0512306,-0.0659463,2.40303
-0.57395,-0.0041985,-0.00997399,0.0134539,2.40042,0.0186573,0.0451168,-0.0610629,2.40169
-0.576121,-0.00157996,-0.00839687,0.00865881,2.39592,0.00361008,0.0357293,-0.0426877,2.39657
-0.573779,0.000386889,-0.0103986,0.0103757,2.40057,-0.000763225,0.0422661,-0.0439774,2.40135
-0.578599,0.000289163,-0.0091821,0.0139249,2.40706,-0.00087148,0.0431478,-0.0639988,2.4083
-0.584131,0.000237002,-0.0116987,0.0127274,2.40723,-0.00509592,0.0559849,-0.0585529,2.4086
-0.571625,0.00235722,-0.0110212,0.0131652,2.3975,-0.0121036,0.0529002,-0.0617677,2.39891
-0.579168,0.00349669,-0.0107689,0.0132044,2.39208,-0.00920223,0.0528387,-0.0611557,2.39346
-0.570471,0.00374711,-0.0101344,0.0126699,2.39838,-0.0191156,0.0516194,-0.0600802,2.39976
-0.577189,0.0031791,-0.013222,0.012438,2.39794,-0.0166237,0.0569374,-0.0557833,2.39932
-0.578635,0.000961223,-0.0126932,0.0134091,2.39889,-0.00424078,0.0609974,-0.0639219,2.40052
-0.578141,0.000112898,-0.0102105,0.0124955,2.39949,-0.00538212,0.0445597,-0.059885,2.40066
-0.577367,0.0017331,-0.012621,0.0107664,2.39858,-0.010201,0.0600916,-0.0592907,2.40009
-0.568664,0.0049455,-0.011873,0.00746582,2.3931,-0.0221235,0.0503793,-0.0318974,2.39395
-0.567896,0.00123807,-0.0103461,0.00583483,2.39384,-0.0136882,0.0489052,-0.0325599,2.3946
-0.578047,0.00793981,-0.0121468,0.00665141,2.39178,-0.0351733,0.0568848,-0.032528,2.39293
-0.57495,0.00442061,-0.0119341,0.00566929,2.38698,-0.0231683,0.0594749,-0.024933,2.38796
-0.572418,0.00399603,-0.0133521,0.00737778,2.39098,-0.0238687,0.0637563,-0.0329168,2.39218
-0.573855,0.00311487,-0.0160057,0.00834522,2.39256,-0.011769,0.0759009,-0.0349462,2.39404
-0.573128,0.00283914,-0.015179,0.00679332,2.39101,-0.0132794,0.0748829,-0.0327492,2.39245
-0.564429,0.00226831,-0.0143458,0.0045797,2.38997,-0.0130623,0.0634033,-0.0214569,2.39094
-0.572274,0.00571653,-0.0128512,0.00312004,2.39438,-0.0229457,0.0580334,-0.0157695,2.39525
-0.568184,0.00438106,-0.0152281,0.00209885,2.39568,-0.0217077,0.0713171,-0.0104407,2.39686
-0.585851,0.00766103,-0.0137347,0.00235831,2.38563,-0.0353545,0.0638307,-0.0102196,2.38677
-0.573517,0.00861865,-0.011119,0.00248319,2.39319,-0.0396177,0.0569202,-0.00733756,2.39421
-0.575401,0.00774831,-0.00900981,0.00692498,2.39288,-0.0384243,0.0397783,-0.0290163,2.39369
-0.569337,0.00832866,-0.00609341,0.00455815,2.39099,-0.0340938,0.0270557,-0.0242963,2.39151
-0.576436,0.00587171,-0.00722139,0.00403177,2.38681,-0.0302535,0.0318462,-0.0195371,2.3873
-0.570872,0.00635135,-0.00694987,0.00530583,2.39132,-0.0269298,0.0306557,-0.0197801,2.39175
-0.569034,0.00550185,-0.00662037,0.00211442,2.39165,-0.0298889,0.0345482,-0.012773,2.39212
-0.57296,0.00958819,-0.00935711,0.00243043,2.39549,-0.0440653,0.0412619,-0.0105766,2.39628
-0.577881,0.0121415,-0.0067535,0.000725332,2.3953,-0.0543593,0.0299305,-0.00355934,2.39611
-0.576271,0.0113345,-0.00709988,0.00055573,2.3969,-0.0554928,0.0342334,-0.00824505,2.39781
-0.570379,0.0159509,-0.00844107,0.00404173,2.38994,-0.0706197,0.0333426,-0.0173119,2.39128
-0.578139,0.0156075,-0.00693172,0.00361285,2.39598,-0.0735283,0.0384096,-0.0188054,2.39749
-0.572074,0.01584,-0.00894705,0.00302162,2.39336,-0.0735683,0.0414728,-0.0161191,2.39491
-0.573212,0.0174147,-0.00773191,0.00156533,2.39594,-0.084904,0.0394014,-0.00784999,2.39778
-0.572363,0.0179916,-0.00674692,0.00278377,2.39463,-0.0824991,0.0276678,-0.0139001,2.39625
-0.565725,0.020221,-0.00606124,0.00130692,2.38942,-0.0895366,0.0278949,-0.00773231,2.39127
-0.574861,0.0199111,-0.00596448,0.000721315,2.3848,-0.0962374,0.028706,-0.0097004,2.38693
-0.56976,0.0212055,-0.00818236,0.00488015,2.38283,-0.101597,0.0389829,-0.0133474,2.38535
-0.579801,0.0249111,-0.0117428,0.0082508,2.38487,-0.118435,0.052564,-0.0301649,2.38858
-0.561349,0.0264101,-0.00988841,0.00416703,2.38983,-0.127223,0.0505091,-0.0207683,2.39383
-0.57827,0.0249505,-0.0112409,0.00522308,2.39226,-0.112383,0.0536058,-0.0271613,2.39565
-0.566059,0.0201073,-0.0115057,0.00765071,2.39685,-0.0996909,0.0550109,-0.0369651,2.39984
-0.570304,0.0208146,-0.011209,0.00599314,2.38505,-0.100524,0.0510672,-0.0274914,2.38788
-0.582204,0.0188038,-0.0134315,0.00432001,2.38553,-0.087812,0.0622778,-0.0252991,2.38809
-0.57043,0.0162744,-0.0140186,0.0028776,2.39991,-0.0780571,0.0646712,-0.0189425,2.40213
-0.56625,0.0173803,-0.0111273,0.00265625,2.39411,-0.0828859,0.0522108,-0.00852189,2.39613
-0.57563,0.017131,-0.00781379,0.00261751,2.39405,-0.0792368,0.0370634,-0.0093575,2.39567
-0.575409,0.0134972,-0.00930351,0.00360254,2.39157,-0.0643861,0.0442319,-0.0157168,2.39289
-0.572495,0.0150583,-0.00952356,0.00456932,2.39146,-0.0648137,0.0464062,-0.0213533,2.39289
-0.574321,0.0137044,-0.0123023,0.00683222,2.38238,-0.0676599,0.0543749,-0.0304096,2.38415
-0.575491,0.0179895,-0.012301,0.00394793,2.39368,-0.0827211,0.0552639,-0.0216783,2.39585
-0.580419,0.0171334,-0.0131846,0.00537201,2.39022,-0.0754208,0.0577199,-0.0212082,2.3922
-0.56997,0.0158539,-0.0166883,0.00472773,2.39645,-0.0719563,0.0725487,-0.0234102,2.39874
-0.573781,0.018453,-0.0182398,0.00728083,2.39036,-0.0782428,0.0773172,-0.0322597,2.39311
-0.5731,0.0185667,-0.0163305,0.00520856,2.3892,-0.0827251,0.0755279,-0.027982,2.39199
-0.576286,0.017657,-0.0184201,0.00857547,2.39324,-0.0776255,0.0850735,-0.0345677,2.39626
-0.569494,0.01739,-0.0180487,0.00690037,2.39149,-0.0837025,0.0837886,-0.0347584,2.39467
-0.57666,0.0159073,-0.0191301,0.00592301,2.38563,-0.0720503,0.0898615,-0.029324,2.38859
-0.577187,0.0166873,-0.0180293,0.00672729,2.38891,-0.0752597,0.082877,-0.0337609,2.39177
-0.568503,0.0156561,-0.0155297,0.00729609,2.39054,-0.0673864,0.0745389,-0.0399546,2.39299
-0.581859,0.0143185,-0.015531,0.0108013,2.38672,-0.0705439,0.0722618,-0.0500457,2.38938
-0.571092,0.0144422,-0.0146256,0.010441,2.38729,-0.0636156,0.063972,-0.0461557,2.38944
-0.572742,0.0116841,-0.0136925,0.0115202,2.3869,-0.0534864,0.0600287,-0.0506655,2.38879
-0.578132,0.0118944,-0.0121946,0.00781132,2.39581,-0.0527373,0.0613033,-0.041554,2.39753
-0.583903,0.0115427,-0.0117494,0.00916892,2.39213,-0.0538342,0.0511992,-0.0414871,2.39365
-0.570325,0.01191,-0.0130465,0.00721727,2.38529,-0.0540154,0.0619299,-0.035533,2.38697
-0.571509,0.0126694,-0.0155004,0.00457683,2.38134,-0.0602699,0.0691897,-0.0210798,2.3832
-0.574589,0.014397,-0.0154637,0.00414962,2.39193,-0.0678874,0.0708278,-0.0199007,2.39402
-0.576012,0.0131913,-0.0153971,0.00598092,2.38228,-0.0623191,0.0722013,-0.0213833,2.38429
-0.57495,0.0118546,-0.0126927,0.00617094,2.3937,-0.0567551,0.0603657,-0.0285222,2.3953
-0.574695,0.0125317,-0.0133383,0.00794355,2.38886,-0.0621687,0.0577069,-0.0358805,2.39064
-0.575743,0.012176,-0.0141984,0.00750455,2.39908,-0.0541573,0.0661735,-0.0327356,2.40083
-0.577832,0.0110578,-0.0146307,0.00475649,2.39719,-0.056791,0.0637784,-0.0217919,2.39881
-0.568233,0.0113111,-0.0128227,0.00439256,2.40226,-0.0515209,0.0558858,-0.0187703,2.40353
-0.580194,0.0105098,-0.0121523,0.00166767,2.40027,-0.0491061,0.058489,-0.00913496,2.40151
-0.57529,0.0104362,-0.011801,-0.00162517,2.39759,-0.0545468,0.0518008,0.00270609,2.39877
-0.567909,0.0104467,-0.0126161,-0.000111768,2.3869,-0.0499888,0.0557709,-0.00297818,2.38808
-0.573963,0.0115311,-0.0143622,0.00131541,2.39205,-0.0517289,0.0571659,-0.0104081,2.39331
-0.577208,0.0124051,-0.0147611,0.00200496,2.39209,-0.0563838,0.0627284,-0.00972397,2.3936
-0.571275,0.0132414,-0.0130932,0.00226189,2.39046,-0.0661167,0.0626205,-0.0133731,2.39223
-0.577138,0.0146717,-0.0137605,0.00516352,2.38873,-0.0697302,0.0599063,-0.0247749,2.39063
-0.576912,0.0117495,-0.0133744,0.00616673,2.39753,-0.0543666,0.0611539,-0.0318877,2.39914
-0.574741,0.0116337,-0.0138141,0.00940588,2.39563,-0.0531569,0.0606656,-0.0463858,2.39744
-0.578706,0.0119009,-0.0169688,0.00923107,2.39789,-0.051449,0.080302,-0.0373769,2.40008
-0.570706,0.0121446,-0.0217975,0.0030852,2.39271,-0.0550876,0.101482,-0.0148876,2.39554
-0.583091,0.0136582,-0.019631,0.00448454,2.39228,-0.0680552,0.0937955,-0.018345,2.39515
-0.57462,0.0144973,-0.0195357,0.0058568,2.3898,-0.0682294,0.0954382,-0.0239064,2.3928
-0.575519,0.0150723,-0.0201935,0.00566878,2.39357,-0.0710159,0.0869691,-0.0250206,2.39633
-0.572347,0.018038,-0.0181277,0.00507584,2.3977,-0.0811616,0.0862026,-0.0228459,2.40073
-0.57888,0.0137769,-0.0167122,0.00250966,2.39726,-0.064464,0.0775848,-0.0141584,2.39942
-0.574805,0.0132792,-0.013539,0.00226173,2.39746,-0.0596647,0.0587691,-0.0126001,2.39895
-0.571382,0.0127058,-0.0129776,0.002386,2.40424,-0.0535104,0.0589653,-0.00951268,2.40558
-0.57497,0.01195,-0.0167639,0.00242235,2.39192,-0.0521389,0.0754701,-0.00478215,2.39368
-0.566884,0.00988062,-0.0128369,0.00118111,2.39234,-0.045907,0.060266,-0.0108401,2.39356
-0.571993,0.0101186,-0.0157871,0.00143848,2.38906,-0.0446353,0.072975,-0.00926453,2.39061
-0.573389,0.00956185,-0.0128957,0.00156965,2.39218,-0.0502482,0.0661406,-0.0097187,2.39364
-0.571568,0.0112168,-0.0107182,0.000249526,2.38925,-0.0544995,0.0524749,-0.00528904,2.39046
-0.579375,0.00867061,-0.010972,0.0013552,2.39414,-0.0427494,0.0515748,-0.0065234,2.39509
-0.578941,0.0124864,-0.010177,0.0021995,2.39379,-0.0571014,0.0500258,-0.00906291,2.39501
-0.576123,0.0137905,-0.0127957,0.00409934,2.38735,-0.0650703,0.0592917,-0.0131275,2.38901
-0.575997,0.0113615,-0.0131096,2.55431e-05,2.4007,-0.0552036,0.0617713,0.00132713,2.40213
-0.583254,0.0115365,-0.0127894,-0.000762153,2.39827,-0.0550519,0.0582102,0.00579173,2.39961
-0.574318,0.0100891,-0.011786,-0.00131652,2.39756,-0.0502792,0.0536022,0.00270381,2.39869
-0.571067,0.00926343,-0.0139447,0.000606506,2.4014,-0.0473964,0.0618057,-0.00321774,2.40267
-0.568052,0.0114476,-0.0109094,-0.000221579,2.39315,-0.0501119,0.0533728,0.00372793,2.39427
-0.578695,0.0129381,-0.0118681,-0.00176355,2.38832,-0.056193,0.0558959,0.0119833,2.38966
-0.568205,0.0102961,-0.0105852,-0.00270009,2.3955,-0.0402718,0.0498567,0.00956516,2.39637
-0.569079,0.00837653,-0.00977803,-0.00494765,2.39692,-0.0328233,0.0508261,0.0255099,2.39782
-0.577367,0.00328351,-0.0111167,-0.0080444,2.41189,-0.0166631,0.0568405,0.0379659,2.41291
-0.575377,0.0040939,-0.0137049,-0.00758902,2.39678,-0.017888,0.0596611,0.0356698,2.39786
-0.576266,-0.00143613,-0.0134171,-0.0101839,2.39153,0.00414902,0.0650121,0.0462027,2.39286
-0.572494,5.83335e-05,-0.0142238,-0.0123404,2.39748,-0.00266864,0.0624273,0.0572942,2.39898
-0.57944,0.000316703,-0.0142499,-0.0112357,2.39021,-0.00434756,0.0661461,0.052693,2.39171
-0.570371,0.00150836,-0.0143542,-0.0124656,2.38713,-0.00614717,0.069507,0.0652683,2.38905
-0.573344,0.00232172,-0.0164755,-0.0105191,2.39209,-0.0132521,0.0759845,0.0513078,2.39388
-0.572953,-0.00119198,-0.0166147,-0.00928033,2.38296,0.000515854,0.0773559,0.046393,2.38467
-0.575358,-0.000118239,-0.0144256,-0.011615,2.38566,0.00187977,0.0673876,0.0595205,2.38736
-0.574916,-0.00364039,-0.0163229,-0.0140335,2.38753,0.0152278,0.0790511,0.0632351,2.38973
-0.577238,-0.00269048,-0.0155434,-0.016236,2.38169,0.00885914,0.0739758,0.0732552,2.38398
-0.576231,-0.000629538,-0.0133001,-0.0188765,2.39079,0.00388499,0.0615303,0.084146,2.39306
-0.578422,-0.00221087,-0.0170701,-0.0140363,2.38843,0.0165223,0.0783001,0.0683183,2.39075
-0.563931,-0.00713195,-0.0157195,-0.0143737,2.37723,0.0326751,0.0714951,0.0663306,2.37946
-0.573823,-0.0044468,-0.0149199,-0.0141293,2.38059,0.020152,0.0668101,0.0639461,2.38248
-0.565472,-0.00529954,-0.0141192,-0.0127786,2.38488,0.0217702,0.062817,0.0578598,2.38651
-0.577863,-0.00234247,-0.0146405,-0.0131696,2.38183,0.0153352,0.0648385,0.0588248,2.38348
-0.580849,-0.00298876,-0.0143478,-0.011972,2.38265,0.0136771,0.0620702,0.0528009,2.38408
-0.581838,-0.000689425,-0.0144844,-0.0123201,2.37523,0.00329883,0.0671335,0.0559606,2.37684
-0.571751,0.00183165,-0.0134797,-0.0106166,2.38639,-0.0106825,0.0636293,0.0467307,2.38772
-0.57865,0.00410267,-0.0135066,-0.00974067,2.38408,-0.0192722,0.0651814,0.049508,2.38556
-0.577111,0.00315046,-0.0128488,-0.011024,2.39491,-0.0109275,0.0583695,0.0494267,2.39615
-0.57509,0.00284675,-0.0146705,-0.00806978,2.38626,-0.016984,0.0698052,0.0414598,2.3877
-0.576185,0.00780025,-0.0134377,-0.00706727,2.38389,-0.0326255,0.0643791,0.0314059,2.38519
-0.571269,0.00645098,-0.016879,-0.00631464,2.38035,-0.0338746,0.0736129,0.0351746,2.38199
-0.576118,0.00799202,-0.0178349,-0.00855932,2.37836,-0.0373718,0.0817948,0.0387421,2.38038
-0.574023,0.00709105,-0.0157686,-0.00635738,2.37758,-0.032012,0.0748395,0.0245206,2.3791
-0.572857,0.00754868,-0.015702,-0.00345678,2.38157,-0.0334917,0.0708218,0.0185253,2.38293
-0.571994,0.00713145,-0.0151283,-0.00436851,2.39121,-0.0363906,0.0708243,0.0146452,2.39258
-0.568409,0.0109398,-0.0172343,-0.00461448,2.38233,-0.0505587,0.075526,0.022259,2.38417
-0.57674,0.00946705,-0.016279,-0.00411486,2.37943,-0.0452289,0.0773236,0.0161558,2.38117
-0.580608,0.00933305,-0.0120512,-0.00390317,2.37583,-0.044574,0.063821,0.0156114,2.37716
-0.576559,0.00915398,-0.0141199,-0.00549186,2.38552,-0.0422721,0.063782,0.0273785,2.38691
-0.575423,0.00862158,-0.0131474,-0.00450209,2.38487,-0.0389716,0.0591787,0.0228646,2.38603
-0.575273,0.00732872,-0.011648,-0.003327,2.39202,-0.031644,0.0569376,0.0137787,2.39295
-0.571662,0.00695657,-0.0127429,-0.00311741,2.3854,-0.032069,0.0592429,0.0117267,2.38638
-0.577434,0.00798706,-0.012085,-0.00553482,2.39041,-0.0390011,0.0605462,0.0221169,2.39159
-0.573725,0.00720133,-0.0131614,-0.00556203,2.39192,-0.0346387,0.0589879,0.0279556,2.39306
-0.577231,0.00926523,-0.0139055,-0.00611685,2.38916,-0.0408714,0.0643317,0.0297983,2.39056
-0.578729,0.00618683,-0.0126668,-0.00738145,2.39321,-0.0301352,0.0581911,0.0322367,2.39432
-0.571319,0.00547085,-0.0104806,-0.00576423,2.38839,-0.02276,0.0527676,0.026284,2.38923
-0.576773,0.00353835,-0.0114283,-0.00547531,2.38439,-0.0197618,0.0495557,0.0256317,2.38512
-0.573798,0.00352012,-0.0111763,-0.00725622,2.38447,-0.018394,0.0519907,0.0285704,2.38528
-0.567793,0.00364673,-0.0110633,-0.00738232,2.38701,-0.0174855,0.0529757,0.0347898,2.38791
-0.578528,0.00218897,-0.0113371,-0.00387819,2.38166,-0.00834959,0.0538774,0.0172851,2.38234
-0.569909,0.0021026,-0.0134481,-0.0011772,2.38109,-0.0109612,0.0639726,0.00367702,2.38198
-0.570926,0.0059017,-0.0154835,-0.0022978,2.38556,-0.0272963,0.0674216,0.0102449,2.38669
-0.573266,0.00577112,-0.0158318,0.00088455,2.39184,-0.0276651,0.0723505,-0.00237494,2.3931
-0.569503,0.00450853,-0.0172353,-0.0006397,2.3875,-0.01909,0.0834325,-0.00403022,2.38904
-0.578434,0.00223185,-0.0161446,-0.0014673,2.38267,-0.0141663,0.0748331,0.00641806,2.3839
-0.570488,0.005623,-0.0158165,-0.00318736,2.38267,-0.0225062,0.0682161,0.0191307,2.38383
-0.571612,0.00495308,-0.0141553,-0.00396898,2.38423,-0.0267639,0.067788,0.0154727,2.38539
-0.572158,0.00531166,-0.012823,-0.00350006,2.38631,-0.0283972,0.0602187,0.0156353,2.38729
-0.571215,0.00707263,-0.0134275,-0.00173332,2.39201,-0.0289636,0.0614784,0.0144212,2.39302
-0.565922,0.00521975,-0.0128595,-0.0030933,2.39127,-0.027346,0.0558367,0.0133668,2.39211
-0.573826,0.00719682,-0.0109023,-0.00432762,2.39397,-0.037106,0.0500985,0.0207411,2.39487
-0.575622,0.00900103,-0.0092958,-0.00494817,2.39349,-0.0383109,0.0456189,0.0216466,2.39433
-0.574568,0.00658662,-0.00922284,-0.00539906,2.39087,-0.0264231,0.0410494,0.0296637,2.39155
-0.581095,0.00460673,-0.00816868,-0.00369818,2.39535,-0.0171291,0.035691,0.021619,2.39577
-0.574525,0.00289239,-0.00828739,-0.00317694,2.38615,-0.0129424,0.035657,0.0177513,2.38652
-0.574766,0.0037357,-0.00864446,-0.00543233,2.38285,-0.0155944,0.0393848,0.0241573,2.38335
-0.575463,0.00270422,-0.00911895,-0.00363992,2.39019,-0.0114663,0.0426322,0.0173928,2.39066
-0.569749,0.00350631,-0.00784663,-0.00238383,2.3945,-0.0187696,0.0344555,0.00965907,2.39484
-0.567652,0.00357973,-0.00778074,-0.00437986,2.39749,-0.0159276,0.0389545,0.0163703,2.39792
-0.573202,0.00578687,-0.00963783,-0.00225816,2.38947,-0.0255301,0.0425983,0.00799496,2.39
-0.562575,0.00422783,-0.00908889,-0.00476342,2.38536,-0.018103,0.0443921,0.0204599,2.38593
-0.585786,0.00355124,-0.0120525,-0.00553986,2.38169,-0.0179137,0.0494657,0.0242574,2.38239
-0.564975,0.00251349,-0.0123248,-0.00194652,2.38003,-0.0103998,0.0572336,0.0131383,2.38078
-0.570996,0.000668467,-0.013547,-0.00641879,2.38219,-0.00539235,0.0614862,0.0281043,2.38316
-0.581484,0.00228028,-0.0118104,-0.004246,2.37631,-0.0103632,0.0620504,0.0146219,2.37719
-0.569965,0.00375407,-0.0137361,-0.0026282,2.38972,-0.0208949,0.0663624,0.00991916,2.39076
-0.573354,0.00416936,-0.0175848,-0.0045225,2.38716,-0.021854,0.0741275,0.017936,2.38848
-0.574125,0.00431367,-0.0159696,-0.00517935,2.39099,-0.0173113,0.0738105,0.0221023,2.39229
-0.575564,0.00639703,-0.0144382,-0.00167675,2.38989,-0.0306335,0.0675358,0.00815601,2.39105
-0.564616,0.00657002,-0.0146263,-0.00117074,2.38412,-0.0298961,0.0660162,0.00933406,2.38524
-0.56613,0.00903509,-0.015322,5.06206e-05,2.39633,-0.0408928,0.0654802,-0.00216007,2.39757
-0.574554,0.00939113,-0.011882,0.00163284,2.39237,-0.0368022,0.0581196,-0.008585,2.39337
-0.570682,0.00437883,-0.0129232,0.00163395,2.38935,-0.0211285,0.0598889,-0.00790117,2.3902
-0.559316,0.00191612,-0.0132925,0.00453345,2.39053,-0.0104399,0.065027,-0.0200164,2.39152
-0.570165,0.00114052,-0.0124308,0.00419393,2.38793,-0.00714574,0.059339,-0.0140921,2.38872
-0.569627,-0.000162978,-0.0148046,0.00277161,2.39033,0.00209727,0.063909,-0.0111492,2.39121
-0.569508,-0.00170834,-0.0112434,0.00447648,2.38419,0.00596921,0.0577188,-0.0184931,2.38497
-0.569781,-0.00394218,-0.0121704,0.00368161,2.39419,0.0169225,0.0612074,-0.0163432,2.39508
-0.572625,-0.00222032,-0.00944409,0.00319406,2.38786,0.00830803,0.0429505,-0.0146784,2.38831
-0.577876,-0.00107749,-0.0074504,0.003901,2.3898,0.0089876,0.0367594,-0.0204316,2.39018
-0.578677,-0.00435796,-0.00570091,0.00813391,2.39047,0.0266266,0.030889,-0.0347079,2.39107
-0.576104,-0.00634862,-0.00631986,0.00481322,2.39757,0.0343808,0.0323575,-0.0238248,2.39815
-0.577532,-0.00782094,-0.0091076,0.00278637,2.39786,0.0355956,0.0443992,-0.00943692,2.39856
-0.570018,-0.00634724,-0.0102045,0.00197664,2.39605,0.0272,0.0488203,-0.013724,2.39674
-0.578277,-0.00526971,-0.00783447,0.00520101,2.39741,0.0224521,0.0397288,-0.0298447,2.39803
-0.571579,-0.00631719,-0.00884549,0.00593855,2.40165,0.0254858,0.0416417,-0.0282529,2.40231
-0.571354,-0.00576608,-0.00642903,0.00642939,2.40094,0.0300685,0.0285027,-0.0247051,2.40143
-0.579696,-0.00449982,-0.00454959,0.00418742,2.40363,0.0245466,0.0228535,-0.0205473,2.40395
-0.573134,-0.00740784,-0.00398171,0.00456406,2.39323,0.031955,0.0198204,-0.0144259,2.39357
-0.573373,-0.00531057,-0.00684539,0.00460031,2.39547,0.0311064,0.0295556,-0.0198583,2.39593
