tr,trp1,trp2,trp3,sigma,pi1,pi2,pi3,phi
-0.587652,0.0153963,-0.0157334,0.00714541,2.20992,-0.0640325,0.0676009,-0.0281479,2.21206
-0.587521,0.0127767,-0.0147364,0.00907269,2.20966,-0.0537359,0.0595687,-0.0379171,2.21144
-0.58437,0.00985888,-0.0118556,0.0109341,2.20723,-0.0479689,0.0496717,-0.0399952,2.20868
-0.577499,0.00972245,-0.0105052,0.00919065,2.21402,-0.0422758,0.0472607,-0.035487,2.21521
-0.577981,0.00981143,-0.0133897,0.00534629,2.20653,-0.0497922,0.0598842,-0.0198911,2.208
-0.584984,0.00897202,-0.0150243,0.00439249,2.21201,-0.0424151,0.0589799,-0.0216362,2.21331
-0.586811,0.00805309,-0.0128384,0.00682869,2.21218,-0.0441662,0.054609,-0.0276723,2.21347
-0.581871,0.00898451,-0.0128915,0.00404442,2.22447,-0.0418751,0.054191,-0.0165174,2.22558
-0.579575,0.00984909,-0.0118629,-0.000190448,2.21907,-0.0449468,0.0534664,-0.00129894,2.22017
-0.582813,0.0111122,-0.0133725,0.00359023,2.21677,-0.0429718,0.0560018,-0.0104679,2.21791
-0.583957,0.0127065,-0.0121035,0.00343395,2.21295,-0.0535037,0.0572933,-0.0139987,2.21438
-0.589351,0.0108416,-0.011913,0.00604064,2.22075,-0.0460708,0.0537299,-0.0303034,2.22208
-0.580992,0.0101655,-0.0194324,0.00344167,2.21614,-0.044145,0.0834106,-0.0140128,2.2182
-0.576652,0.0133308,-0.0196081,0.004021,2.21382,-0.0572301,0.0813309,-0.0190668,2.21613
-0.575466,0.012795,-0.0164052,0.00424972,2.21489,-0.0569053,0.0718774,-0.0122747,2.21682
-0.576784,0.0095371,-0.0132035,0.00368007,2.22863,-0.040084,0.0601574,-0.00876304,2.22982
-0.576882,0.00948283,-0.0134119,0.00267182,2.21685,-0.0446167,0.0600904,-0.00922432,2.21813
-0.581971,0.00941503,-0.0157293,0.00196226,2.21542,-0.0417911,0.0622266,-0.00847149,2.2167
-0.583403,0.0094166,-0.0113938,0.00243708,2.22077,-0.044894,0.0521852,-0.00635006,2.22184
-0.581473,0.0103933,-0.0120776,0.00274188,2.21491,-0.0475925,0.0587564,-0.0151002,2.21625
-0.592653,0.00932669,-0.0120294,0.000712818,2.21934,-0.0437195,0.0555107,-0.00537408,2.22047
-0.580518,0.00842533,-0.0132811,0.00225793,2.21657,-0.0406903,0.0574493,-0.00275625,2.21769
-0.584411,0.00923992,-0.0127137,-0.00106936,2.21219,-0.0410843,0.0577124,0.007203,2.21333
-0.581717,0.0039027,-0.0144323,-0.00391116,2.22103,-0.0232705,0.0652084,0.0177462,2.22218
-0.579537,0.004054,-0.0150148,-0.00647135,2.21472,-0.0175339,0.0679082,0.0347135,2.2161
-0.581098,0.00505346,-0.0175891,-0.00851259,2.20598,-0.0184865,0.0764343,0.0354019,2.20766
-0.581652,0.00243693,-0.0160528,-0.00667912,2.19949,-0.00988769,0.0699209,0.0306234,2.20084
-0.583994,0.00203004,-0.0159273,-0.0104226,2.20706,-0.00455934,0.0726991,0.0416993,2.20865
-0.589707,0.00124359,-0.0173821,-0.00918059,2.21382,-0.00348411,0.0752561,0.0441923,2.21554
-0.572813,-0.00181066,-0.0146743,-0.00888901,2.20601,0.00168763,0.0675277,0.0385016,2.20738
-0.580432,0.000568415,-0.0152315,-0.00688222,2.20958,0.000875745,0.0670519,0.0349235,2.21087
-0.582427,0.0028329,-0.0145427,-0.00646046,2.20223,-0.0140835,0.0643231,0.0314582,2.20343
-0.586086,0.00264013,-0.0132604,-0.00604625,2.21616,-0.0189947,0.0617451,0.0303469,2.21731
-0.582409,0.00868382,-0.0166696,-0.00338234,2.20519,-0.0293543,0.068416,0.0162707,2.20651
-0.586494,0.00759779,-0.0176286,-0.00470109,2.19953,-0.0356161,0.0801583,0.0178991,2.20135
-0.583516,0.00800496,-0.0160704,-0.00289553,2.20398,-0.034927,0.0707802,0.00752487,2.20541
-0.583988,0.0103166,-0.0180186,-0.000573724,2.20334,-0.042983,0.0790407,0.00470906,2.20518
-0.578823,0.00828657,-0.0148017,-0.00161548,2.20551,-0.0392007,0.0663574,0.0101204,2.20687
-0.583498,0.00792412,-0.0156179,-0.000389652,2.2086,-0.0355503,0.0626225,0.0033902,2.20978
-0.58194,0.0104993,-0.0155323,-0.00157706,2.20845,-0.042785,0.0636254,0.0111235,2.20981
-0.583556,0.00925026,-0.0144863,-0.00347882,2.21565,-0.0351494,0.0635684,0.0198293,2.21693
-0.58036,0.007038,-0.0144614,-0.0040569,2.20806,-0.0279577,0.0593468,0.0169718,2.2091
-0.583672,0.00689568,-0.0146536,-0.00398406,2.20632,-0.0301324,0.063242,0.0129247,2.20747
-0.579253,0.00829091,-0.0175599,-0.00120467,2.2069,-0.0318416,0.071768,0.00593748,2.2083
-0.574763,0.00631196,-0.0192576,0.00034401,2.21101,-0.0274186,0.0825921,-0.000102474,2.21272
-0.577184,0.00683774,-0.0168562,-0.00229524,2.20963,-0.0285005,0.0771071,0.00994075,2.21118
-0.578223,0.00883656,-0.0167921,-0.00356772,2.20941,-0.0394805,0.0667388,0.0110857,2.2108
-0.580951,0.00977841,-0.01311,-0.00220816,2.21776,-0.0416494,0.0618743,0.0143122,2.21906
-0.57108,0.00690337,-0.0126041,-0.0052927,2.21328,-0.0329757,0.0539823,0.0228059,2.21431
-0.58347,0.00673938,-0.0113568,-0.0047378,2.21268,-0.0271318,0.0535893,0.0191155,2.21358
-0.584635,0.00765501,-0.0116874,-0.00259012,2.21545,-0.0279336,0.0504911,0.00808673,2.21622
-0.581323,0.00651914,-0.0130872,-0.00269148,2.21317,-0.0346543,0.0581007,0.0100572,2.21423
-0.581426,0.00554449,-0.0132087,-0.00490089,2.20481,-0.0258731,0.0623552,0.0157392,2.2059
-0.582665,0.00566483,-0.0160304,-0.00429818,2.19421,-0.020993,0.0714679,0.0197251,2.19557
-0.594961,0.00569704,-0.0165471,-0.00421769,2.21061,-0.0296979,0.0759899,0.015108,2.21216
-0.578116,0.00783038,-0.0160292,-0.00300865,2.21302,-0.0337411,0.070964,0.00999479,2.21443
-0.578099,0.00992669,-0.0161891,-1.36027e-05,2.21246,-0.0400084,0.0725436,0.00257638,2.21401
-0.583755,0.00658242,-0.0161278,0.00234201,2.20981,-0.0251356,0.0691457,-0.00924087,2.21106
-0.583109,0.0025935,-0.014909,0.000617439,2.20891,-0.0149169,0.0713377,-0.00276444,2.21011
-0.578914,0.00242758,-0.0142949,0.00229671,2.21125,-0.00607783,0.0666748,-0.0079502,2.21228
-0.579745,0.000728359,-0.0130263,0.00347921,2.20999,-0.00925315,0.0566252,-0.016926,2.2108
-0.589262,-0.00164643,-0.0118744,0.00263755,2.21952,0.00636876,0.0511245,-0.00690701,2.22012
-0.584788,0.000130437,-0.0129646,0.00254303,2.21465,0.000566457,0.0547522,-0.0111343,2.21535
-0.574725,-0.0012715,-0.0117111,0.00245351,2.21954,0.00380428,0.0488946,-0.0149128,2.22013
-0.574238,-0.00283525,-0.00878552,0.00166344,2.21186,0.0103464,0.0373889,-0.00847702,2.21221
-0.586443,-0.00149883,-0.0093876,0.00192202,2.22086,0.00601673,0.0451604,-0.0154428,2.22139
-0.590629,0.000463825,-0.00721078,0.00441318,2.22586,-0.00608111,0.0330889,-0.0208815,2.22622
-0.586089,0.00158478,-0.00451054,0.00560305,2.23006,-0.00916091,0.0168414,-0.0262599,2.2303
-0.58693,-0.000446438,-0.00539568,0.00390886,2.23003,0.00127492,0.0231222,-0.0123153,2.23019
-0.585457,0.000650312,-0.00541535,0.00363558,2.2147,-0.00214371,0.0284685,-0.016635,2.21495
-0.580278,0.00152678,-0.00430441,0.00206311,2.22555,-0.00614428,0.0194591,-0.0127353,2.22568
-0.580839,0.00325265,-0.00576901,0.00344424,2.22174,-0.0136082,0.0277028,-0.013304,2.22199
-0.580793,0.00283248,-0.00504403,0.00343356,2.21276,-0.0155431,0.0169029,-0.00828085,2.2129
-0.583058,0.00182323,-0.00366949,0.00278369,2.21037,-0.00778159,0.0223615,-0.0120511,2.21053
-0.581641,-0.00132548,-0.00276109,0.00517205,2.2083,0.00687825,0.0170397,-0.023785,2.20851
-0.581162,-0.00186846,-0.00384511,0.00490653,2.2134,0.00995309,0.0160243,-0.0219766,2.21359
-0.574143,-0.00147734,-0.00311288,0.00219326,2.21683,0.00385429,0.012897,-0.00561582,2.21688
-0.575513,-0.00149819,-0.00172665,0.0038821,2.21492,0.00524892,0.00956748,-0.018243,2.21502
-0.575823,-0.00137277,-0.00288692,0.00326624,2.21767,0.00592038,0.0141951,-0.0213341,2.21783
-0.580182,-0.00171426,-0.00532751,0.00484562,2.21762,0.00349319,0.0225932,-0.0217371,2.21785
-0.578967,-0.00205639,-0.00353295,0.00530129,2.21637,0.00840699,0.0155734,-0.021519,2.21654
-0.580341,-0.000212682,-0.00350219,0.00588988,2.21461,0.00237818,0.00770668,-0.0172234,2.21469
-0.577513,-0.00129521,-0.000181249,0.000773978,2.22774,0.00758916,0.00555461,-0.00870857,2.22778
-0.57974,0.00193792,-0.00359632,0.00201638,2.22431,-0.00704111,0.0181209,-0.00613262,2.2244
-0.582709,0.00271078,-0.00470575,0.000726819,2.2181,-0.0102944,0.0185307,-0.00329036,2.2182
-0.58699,0.000458291,-0.00439882,0.00199178,2.22168,-0.00294735,0.0204277,-0.00877972,2.22179
-0.584469,0.000976057,-0.00519883,0.000340858,2.21967,0.00249214,0.0240035,-0.00553009,2.21981
-0.580244,0.000866858,-0.00624429,0.00298755,2.21406,-0.00561358,0.0223027,-0.0123821,2.21421
-0.583871,-0.00112141,-0.00313097,0.00149916,2.2219,0.00352306,0.0131847,-0.00781402,2.22196
-0.585092,-0.00130385,-0.00271895,0.00211931,2.21533,0.00360661,0.0180342,-0.00735051,2.21542
-0.586728,0.000913827,-0.00512958,0.000947977,2.21903,0.000506863,0.0188122,-0.00762136,2.21912
-0.578501,-0.00314898,-0.00480189,0.00178867,2.22503,0.0116565,0.0157178,-0.0076292,2.22513
-0.57995,-0.00334843,-0.00420679,0.00207497,2.21013,0.0132756,0.0130066,-0.00757325,2.21022
-0.58741,-0.00440006,-0.00519039,-0.000604861,2.20941,0.0195434,0.0220236,-0.000370182,2.20961
-0.583963,-0.00313557,-0.00408017,0.00124813,2.21281,0.0124877,0.00730192,-0.00666489,2.21286
-0.578265,-0.00132684,-0.00145639,0.00514862,2.21255,0.00415733,0.00525886,-0.0219927,2.21267
-0.580703,-0.00312594,-0.00337703,0.00498948,2.20977,0.0105973,0.0134781,-0.0185517,2.20991
-0.591494,-0.00138915,0.000795975,0.00486829,2.21202,0.00917293,-0.000168402,-0.0194235,2.21212
-0.579992,7.81945e-05,-0.00182667,0.00708404,2.20405,0.00746936,0.00716918,-0.028663,2.20426
-0.572969,-0.00307794,-0.00252761,0.00501411,2.21362,0.0141992,0.00933625,-0.026284,2.21384
-0.580364,-0.00593523,-0.00132402,0.00331189,2.21253,0.0266674,0.00650906,-0.0117514,2.21273
-0.58271,-0.00579037,0.00153221,0.00343927,2.20972,0.0290656,-0.00694377,-0.0110022,2.20995
-0.57763,-0.0085152,0.00376459,0.00248251,2.20091,0.035305,-0.0153195,-0.0126309,2.20128
-0.582183,-0.00438337,0.00498153,0.00388865,2.20368,0.0229197,-0.0195974,-0.016065,2.20395
-0.585791,-0.0033604,0.00272782,0.00207883,2.21638,0.014424,-0.00862295,-0.0148884,2.21649
-0.577027,-0.00162021,0.0045918,0.00208496,2.215,0.00633546,-0.0182201,-0.00858912,2.2151
-0.58138,-0.000430206,0.00312369,0.00554667,2.21007,0.00474272,-0.0123912,-0.0261207,2.21026
-0.574022,-0.000928521,0.000533468,0.0055,2.20792,0.0020305,-0.011722,-0.0236651,2.20808
-0.574707,-0.00291795,0.00398737,0.00783544,2.21803,0.0146396,-0.016153,-0.0369974,2.21845
-0.585659,-0.00638185,0.00173076,0.010518,2.21243,0.0278442,-0.00691662,-0.0461497,2.2131
-0.590295,-0.0067344,0.00233482,0.00979594,2.21043,0.0280695,-0.0132247,-0.0464232,2.21113
-0.58506,-0.00504552,0.00124073,0.00546233,2.21322,0.0227074,-0.0143062,-0.0307988,2.2136
-0.581804,-0.00361316,0.00209519,0.00701665,2.2098,0.021041,-0.0118095,-0.0311165,2.21015
-0.584431,-0.00197908,0.00590017,0.00639398,2.20758,0.0105595,-0.0189543,-0.0315356,2.20791
-0.576856,-0.00347558,0.00517069,0.00374629,2.21758,0.0105545,-0.0252183,-0.0164008,2.21781
-0.582145,-0.00430357,0.00491978,0.00478659,2.21133,0.0154261,-0.0225156,-0.0203359,2.21159
-0.586903,-0.00349267,0.00790785,0.00766802,2.20885,0.0140789,-0.0286466,-0.0322471,2.20932
-0.581657,-0.0048876,0.00608845,0.00293893,2.20827,0.0147039,-0.0230264,-0.0121113,2.20847
-0.579904,-0.00436377,0.00250727,0.00671611,2.21591,0.00637132,-0.0154219,-0.0275196,2.21614
-0.580749,-0.00141164,0.00171935,0.00733147,2.20689,0.00739424,-0.00855565,-0.0331455,2.20716
-0.569715,-0.000821515,0.0026581,0.00819212,2.21268,0.000825419,-0.0149044,-0.032003,2.21296
-0.578338,-0.00112775,0.00440105,0.00896595,2.21514,-4.34833e-05,-0.0225661,-0.0415363,2.21564
-0.581546,-0.00270846,0.00411294,0.00691255,2.21239,0.00689348,-0.0240866,-0.0283057,2.21271
-0.576903,-0.000253306,0.00927517,0.00781741,2.21369,0.00383071,-0.0383694,-0.0371941,2.21434
-0.578898,-0.00265607,0.011347,0.00535384,2.21139,0.0108896,-0.0464456,-0.0200794,2.212
-0.590999,-0.00216681,0.010409,0.00371002,2.21709,0.010708,-0.0471562,-0.0179914,2.21769
-0.581411,-0.00149757,0.0108805,0.00655316,2.21683,0.00705948,-0.047237,-0.033343,2.21759
-0.574923,-0.00118805,0.00973209,0.00623889,2.21593,0.00896285,-0.0454238,-0.027358,2.21658
-0.587576,-0.00285461,0.0100762,0.00813195,2.21787,0.0121983,-0.0365397,-0.031272,2.21842
-0.576808,-0.00137986,0.00905439,0.00734458,2.22779,0.00973774,-0.0431251,-0.0342846,2.22849
-0.581134,-0.00221943,0.0090204,0.00858879,2.22308,0.0113187,-0.0428084,-0.0380497,2.22384
-0.59278,-0.00279026,0.00694404,0.0127369,2.21468,0.0191914,-0.0283625,-0.0578622,2.2157
-0.580976,-0.00359512,0.00315209,0.0154088,2.21285,0.0189057,-0.0181249,-0.0677109,2.21404
-0.581222,-0.00327816,0.00592515,0.0160439,2.21631,0.0182939,-0.0202139,-0.0636755,2.21739
-0.584499,-0.00361104,0.00277156,0.0144749,2.21558,0.0170962,-0.0126262,-0.0641638,2.21661
-0.585027,-0.00681481,0.00357065,0.0142467,2.21242,0.0278833,-0.0101119,-0.0585534,2.21339
-0.58094,-0.00936286,0.00392689,0.0142726,2.20452,0.0384929,-0.0156983,-0.0619823,2.20578
-0.584667,-0.00708327,0.00403231,0.0171639,2.20722,0.0293738,-0.0202585,-0.0714945,2.20866
-0.57312,-0.0052929,0.00675945,0.0127383,2.21813,0.0243485,-0.0358253,-0.0588229,2.21933
-0.573997,-0.00420763,0.00881596,0.00803741,2.21527,0.0145027,-0.0383314,-0.0351481,2.21593
-0.584465,-0.00349896,0.00851132,0.0079876,2.22279,0.00846335,-0.0373827,-0.035969,2.22341
-0.575569,-0.00317786,0.0107387,0.0113971,2.21919,0.0168211,-0.0441752,-0.0428365,2.22011
-0.585105,-0.00268631,0.0113791,0.0091502,2.22115,0.00877034,-0.0487879,-0.040108,2.22207
-0.592696,-0.00317295,0.0111783,0.00892185,2.21158,0.0093972,-0.0458635,-0.0431328,2.21249
-0.583956,-0.00269918,0.0107918,0.0094785,2.20811,0.0142149,-0.0463544,-0.0419869,2.20904
-0.585253,-0.00133929,0.011451,0.00649233,2.20911,0.00998051,-0.047173,-0.0274161,2.20981
-0.577496,-0.00170571,0.0125448,0.00571603,2.21531,0.00546901,-0.0533652,-0.0273231,2.21612
-0.581949,-0.00422641,0.0104585,0.00688053,2.2168,0.0152223,-0.045921,-0.0318095,2.21756
-0.583785,-0.00334988,0.00805469,0.00895733,2.21116,0.0163862,-0.0338736,-0.0379774,2.2118
-0.570062,-0.00295918,0.00630447,0.00617198,2.21527,0.0136824,-0.0300279,-0.0265333,2.21568
-0.585141,-0.00322488,0.00793383,0.00664103,2.21815,0.0137366,-0.0368425,-0.0271167,2.21867
-0.590535,-0.00438744,0.0076654,0.00862485,2.21614,0.0171161,-0.0301236,-0.0294121,2.21661
-0.572039,-0.00341055,0.00867408,0.00760018,2.21764,0.0159456,-0.0366933,-0.03589,2.21829
-0.575676,-0.00573432,0.00773712,0.00800932,2.2039,0.0221303,-0.0328439,-0.042078,2.20466
-0.57993,-0.00441528,0.00665084,0.00995542,2.20154,0.0177415,-0.0276711,-0.041416,2.20218
-0.588176,-0.00473097,0.00796578,0.00731928,2.21438,0.0209611,-0.03763,-0.0272351,2.21496
-0.577694,-0.00140523,0.00995679,0.00667703,2.21051,0.00460356,-0.043737,-0.0321055,2.21118
-0.59361,-0.00167833,0.0127128,0.00636218,2.21823,0.00223503,-0.0453549,-0.0268163,2.21886
-0.583187,-0.000813553,0.010464,0.00394634,2.21029,0.0033658,-0.045535,-0.017673,2.21083
-0.582429,-0.00318933,0.0110047,0.00155472,2.21146,0.00817931,-0.0526934,-0.00874308,2.21212
-0.591955,8.77488e-05,0.0142461,0.00227307,2.21334,8.23298e-06,-0.0650226,-0.0129423,2.21433
-0.582733,-0.000829268,0.0189756,0.00557734,2.21481,0.00194523,-0.0825563,-0.0164066,2.21641
-0.588168,-0.00203333,0.0169255,0.00373885,2.22025,0.00907092,-0.0785594,-0.0135229,2.2217
-0.579697,-0.00161676,0.0165946,0.00530735,2.21252,0.00334854,-0.0726756,-0.0174649,2.21379
-0.576962,-0.00155059,0.014925,0.00293753,2.21292,0.00685415,-0.0591138,-0.00880998,2.21374
-0.58379,-0.00152748,0.0116034,0.00265637,2.21722,0.00633718,-0.0525144,-0.0136455,2.21789
-0.574979,0.000168264,0.013787,0.000762554,2.21857,-0.000976781,-0.0547332,-0.00468684,2.21925
-0.582527,0.00131627,0.0152596,0.000373759,2.20825,-0.00316337,-0.0616129,-0.000549107,2.20911
-0.578306,0.00109619,0.0170078,0.000891628,2.2118,-0.00220017,-0.0710398,-0.00494918,2.21294
-0.577122,0.00323982,0.014878,0.000462564,2.21326,-0.0135591,-0.0630107,0.000876625,2.2142
-0.57504,0.00178011,0.0120241,0.00188554,2.21526,-0.00362918,-0.0537269,-0.00735155,2.21593
-0.577289,0.0015766,0.0105938,0.0015696,2.21088,-0.00223565,-0.0446043,-0.00123783,2.21133
-0.58352,0.000149451,0.00738878,-0.00151521,2.21624,-0.000561038,-0.0334996,0.00575613,2.2165
-0.578945,0.00013028,0.00486215,-0.000509378,2.20905,0.00178838,-0.0255415,0.00260838,2.2092
-0.573795,0.00113113,0.0072809,-0.00203817,2.21962,-0.0029384,-0.0359993,0.0135397,2.21995
-0.571447,0.00333088,0.00591362,-0.00610929,2.21782,-0.0176259,-0.024219,0.0298095,2.21822
-0.584995,0.00536311,0.00279249,-0.00711562,2.20874,-0.0205099,-0.0153227,0.0303087,2.2091
-0.582864,0.00731394,0.00355971,-0.00144574,2.21686,-0.0261614,-0.0147442,0.00508564,2.21706
-0.581497,0.000960514,0.00249744,0.00205619,2.22192,-0.00860931,-0.00749291,-0.00302751,2.22195
-0.584923,0.00666429,0.00494741,0.00593912,2.21928,-0.0253363,-0.020054,-0.0222974,2.21963
-0.581179,0.00642005,0.00415271,0.00416357,2.21778,-0.0266456,-0.0159841,-0.0189052,2.21808
-0.581262,0.00538297,0.000126367,0.00435038,2.2014,-0.0182669,0.00292176,-0.0148092,2.20153
-0.584375,0.0048049,-0.00186074,0.00282537,2.20774,-0.0223561,0.00593293,-0.0168241,2.20793
-0.585633,0.00485487,-0.00192025,0.00514864,2.20771,-0.0182089,0.0157187,-0.018225,2.20792
-0.591017,0.00126002,-0.00261742,0.00546422,2.21582,-0.00399806,0.0136702,-0.0229411,2.21599
-0.586897,0.00143555,-0.00060084,0.00455551,2.21882,-0.00822314,0.00850891,-0.0243718,2.21899
-0.58618,-0.000606381,-0.00182988,0.000643691,2.21594,-0.00298603,0.00826298,-0.00357141,2.21596
-0.57994,0.00190333,0.000583729,-5.53459e-05,2.22197,-0.00256816,0.000334637,0.0012567,2.22197
-0.575993,-0.000514915,-0.000168368,-0.00194297,2.21416,0.00313857,5.89193e-06,0.0110863,2.21419
-0.572263,-0.00114603,0.0026705,-0.000556032,2.22171,0.0122106,-0.00737354,0.0121026,2.22179
-0.590941,-0.00145887,0.00182522,-0.000244119,2.21626,0.00731818,-0.0100182,0.00176946,2.21629
-0.587891,-0.00103012,0.0049518,0.00124092,2.22609,0.00403719,-0.0184393,-0.0086298,2.22618
-0.588276,0.0017083,0.00518158,0.00195529,2.21594,0.00059039,-0.0266959,-0.01057,2.21613
-0.58451,0.000910522,0.006625,0.00455657,2.20934,-0.00649789,-0.029413,-0.0149353,2.2096
-0.583432,0.00510955,0.00762233,0.00231338,2.21501,-0.0186152,-0.0356522,-0.0117804,2.2154
-0.579981,0.00603608,0.0105215,0.000247024,2.21545,-0.020556,-0.0398985,-0.0046415,2.21591
-0.584113,0.00371354,0.0107446,0.00260326,2.21331,-0.0149195,-0.0452723,-0.00991924,2.21384
-0.572201,0.00339143,0.0121076,0.00184701,2.21491,-0.0161502,-0.0529505,-0.00612404,2.21561
-0.579813,0.000462444,0.0114461,-0.00136522,2.22838,-0.00745068,-0.0530418,0.00453673,2.22903
-0.58599,0.00580702,0.0129589,0.00190357,2.21849,-0.0281186,-0.0600695,-0.00569784,2.21948
-0.58163,0.00592337,0.0144802,0.00265382,2.21571,-0.0278399,-0.0594116,-0.010718,2.21671
-0.576493,0.0025009,0.0151051,0.00309829,2.21333,-0.0125556,-0.0618523,-0.012494,2.21427
-0.575312,0.00142595,0.01424,0.00251748,2.20693,-0.00639945,-0.0601518,-0.010266,2.20778
-0.586592,0.00107252,0.0142831,0.00304276,2.20851,-0.00348051,-0.0645831,-0.0133988,2.20949
-0.581632,0.00078582,0.0133001,-0.00031913,2.21412,-0.00646277,-0.0569005,0.00185648,2.21486
-0.579413,0.00450598,0.0122411,0.00222152,2.21515,-0.0211257,-0.0496445,-0.00974106,2.21582
-0.575525,0.00545522,0.0116689,0.00400961,2.20947,-0.0188806,-0.0483909,-0.0147235,2.21012
-0.583032,0.00521945,0.00868263,0.00493377,2.21348,-0.022808,-0.0394875,-0.0218376,2.21406
-0.589329,0.00670929,0.00880637,0.00380056,2.21756,-0.0297259,-0.0386637,-0.0151401,2.21815
-0.577078,0.0043907,0.00933917,0.00621003,2.21344,-0.0192659,-0.0468599,-0.0241883,2.21415
-0.592763,0.00425193,0.00942627,0.00841911,2.21653,-0.0140632,-0.0470246,-0.0372802,2.21739
-0.575294,0.00319605,0.0113873,0.00609249,2.21131,-0.00736523,-0.0554554,-0.0249131,2.21216
-0.590983,0.00140767,0.00982885,0.00606857,2.21871,-0.00480755,-0.047396,-0.0278083,2.21939
-0.571054,0.000431429,0.0109432,0.00895912,2.22288,-0.00223644,-0.0449926,-0.0380084,2.22367
-0.585581,0.00141663,0.00670487,0.00747662,2.21505,-0.010128,-0.0324313,-0.0361164,2.2156
-0.584542,0.00359951,0.00748021,0.00715595,2.21271,-0.014109,-0.0301698,-0.0389575,2.2133
