0.0474492	-0.0364891	0.165524	0.272194	0.102597	0.118109	0.00392291	0.301127	

0.106956	0.216409	0.146532	0.0810637	0.183948	0.111471	0.122973	0.0946976	

0.13363	0.159608	0.164873	0.114754	0.0831857	0.0949117	0.167645	0.0926009	

0.209794	0.113922	0.241776	0.151523	0.179289	0.0820844	0.08428	0.175214	

0.204277	0.0926148	0.117473	0.185439	0.140461	0.167635	0.189402	0.25787	

0.142709	0.0918615	0.0928782	0.145526	0.00223331	0.167113	0.169566	0.120108	

0.180958	0.0637765	0.214082	0.0690318	0.0706748	0.0196843	0.0482784	0.140431	

0.00386653	0.182798	0.152708	0.194174	0.141311	0.170144	0.138389	0.184744	

0.131867	0.121528	0.112964	0.20954	0.157204	0.223742	0.143441	0.090142	

0.130967	0.208266	0.197398	0.0857491	0.169267	0.189828	0.124731	0.149229	

0.0984389	0.165187	0.12655	0.160288	0.116339	0.183943	0.134196	0.111526	

0.266049	0.153215	0.0718131	0.199166	0.18478	0.0260507	0.104664	0.231567	

0.103667	-0.0113097	0.0851326	0.22276	0.0470307	0.131158	0.268007	0.135699	

0.0511495	0.282407	0.0185341	0.100478	0.11822	0.191914	0.223398	0.293328	

0.1432	0.126416	0.14845	0.184002	0.15729	0.172362	0.257111	0.0886158	

0.0817334	0.230191	0.147689	0.211609	0.309443	0.168368	0.0971719	0.086237	

0.204366	0.153945	0.300095	0.0990852	0.249167	0.140744	0.0758287	0.205263	

0.25253	0.211486	0.137806	0.0695086	0.163431	0.0818388	0.123369	0.228147	

0.111794	0.191499	0.202937	0.220356	0.288344	0.184059	0.132594	0.149348	

0.125623	0.160166	0.13063	0.0414825	0.164448	0.252621	0.187993	0.165163	

0.174288	0.0989382	0.0946697	0.141165	0.150417	0.137923	0.148057	0.194964	

0.12569	0.141068	0.132945	0.212936	0.0860507	0.170417	0.257355	0.0439187	

0.101154	0.13358	0.178299	0.192019	0.157903	0.150353	0.220894	0.176533	

0.138985	0.103078	0.131264	0.187405	0.108643	0.130879	0.186758	0.0939384	

0.174459	0.135319	0.1534	0.157529	0.0432064	0.0610814	0.159651	0.135734	

0.064067	0.0606434	0.0551179	0.0955501	0.208855	0.115213	0.179766	0.162475	

0.0490767	0.169315	0.131345	0.235182	0.186404	0.217247	0.0994218	0.175382	

0.188148	0.211689	0.135335	0.205613	0.107374	0.0967316	0.187773	0.0804918	

0.0925055	0.148282	0.18095	0.147222	0.0703708	0.117438	0.198059	0.100498	

0.144987	0.17844	0.11267	0.146537	0.0827406	0.137467	0.229789	0.155177	

0.107282	0.251087	0.184855	0.115066	0.141085	0.0357401	0.104445	0.038512	

0.121369	0.219778	0.211866	0.22906	0.228087	0.155415	0.0950608	0.147755	

0.209516	0.0526668	0.0533421	0.18678	0.25937	0.238714	0.258634	0.178459	

0.142417	0.0784411	0.120077	0.174373	0.0471795	0.182707	0.152556	0.216033	

0.0468589	0.200618	0.233056	0.075034	0.149309	0.151116	0.139441	0.276919	

0.0308392	0.196277	0.115487	0.0388674	0.0871245	0.0657839	0.116087	0.164846	

0.185093	0.0949746	0.220301	0.0721817	0.128362	0.0251662	-0.00259671	0.194165	

0.148817	0.13415	0.091501	0.0115473	0.0468563	0.200295	0.258055	0.278089	

0.0711738	0.0785666	0.133699	0.09828	0.198143	0.171869	0.130975	0.180685	

0.140443	0.261513	0.153947	0.0592311	0.162318	0.122327	0.20443	0.17809	

0.0478689	0.186007	0.261737	0.172712	0.150741	0.252779	0.181347	0.259237	

0.230465	0.169828	0.224744	0.150892	0.192862	0.158099	0.0952128	0.183202	

0.23975	0.202879	0.227804	0.142606	0.0271283	0.212094	0.113911	0.226949	

